,hindi,english
0,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
1,काबुल,Kabul
2,कोलम्बिया,Colombia
3,चन्द्रशेखर,Chandra Shekhar
4,जवाहरलाल नेहरू विश्वविद्यालय,Jawaharlal Nehru University
5,दयानन्द सरस्वती,Dayananda Saraswati
6,दिल्ली,Delhi
7,नवभारत टाइम्स,Navbharat Times
8,पत्रकारिता,Journalism
9,पीएचडी,Doctor of Philosophy
10,प्रकाशवीर शास्त्री,Prakash Vir Shastri
11,भागवत झा आजाद,Bhagwat Jha Azad
12,भाषा,Language
13,मधु लिमये,Madhu Limaye
14,मध्य प्रदेश,Madhya Pradesh
15,महात्मा गांधी,Mahatma Gandhi
16,मास्को,Moscow
17,राजनीति,Politics
18,राममनोहर लोहिया,Ram Manohar Lohia
19,विश्वविद्यालय,University
20,सत्याग्रह,Satyagraha
21,हिन्दी,Hindi
22,"हिन्दी अकादमी, दिल्ली",Hindi Academy
23,२००६,2006
24,बीकानेर,Bikaner
25,भरतपुर,"Bharatpur, Rajasthan"
