,hindi,english
0,अरुणाचल प्रदेश,Arunachal Pradesh
1,दिल्ली विश्वविद्यालय,University of Delhi
2,पीपुल्स पार्टी ऑफ अरुणाचल,People's Party of Arunachal
3,भारतीय जनता पार्टी,Bharatiya Janata Party
4,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
5,अंग्रेजी,English language
6,अरुणाचल प्रदेश,Arunachal Pradesh
7,ईटानगर,Itanagar
8,कमान मिशमी,Miju Mishmi tribe
9,गेगांग अपांग,Gegong Apang
10,जे.पी. राजखोवा,Jyoti Prasad Rajkhowa
11,नबाम टुकी,Nabam Tuki
12,पेमा खांडू,Pema Khandu
13,भारत,India
14,राष्ट्रपति शासन,President's rule
15,अरुणाचल प्रदेश,Arunachal Pradesh
16,गेगांग अपांग,Gegong Apang
17,अरुणाचल प्रदेश,Arunachal Pradesh
18,ट्विटर,Twitter
19,भारतीय जनता पार्टी,Bharatiya Janata Party
20,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
21,सांसद,Member of parliament
22,सोलहवीं लोक सभा,16th Lok Sabha
