,hindi,english
0,कर्नाटक,Karnataka
1,गुलबर्ग,Gulbarga
2,बिहार,Bihar
3,भारत,India
4,रायचूर,Raichur
5,अब्दुल कलाम,A. P. J. Abdul Kalam
6,आईआईटी कानपुर,Indian Institute of Technology Kanpur
7,ए पी जे अब्दुल कलाम,A. P. J. Abdul Kalam
8,कर्णाटक,Karnataka
9,कर्णाटक रत्न,Karnataka Ratna
10,कर्णाटक राज्य,Karnataka
11,काशी हिन्दू विश्वविद्यालय,Banaras Hindu University
12,जवाहरलाल नेहरू,Jawaharlal Nehru
13,पदार्थ विज्ञान,Materials science
14,पद्म विभूषण,Padma Vibhushan
15,पद्म श्री,Padma Shri
16,पर्ड्यू विश्वविद्यालय,Purdue University
17,बेंगलुरू,Bangalore
18,भारत,India
19,भारत रत्न,Bharat Ratna
20,भारतीय,Indian
21,रसायन शास्त्र,Chemistry
22,रॉयल सोसायटी,Royal Society
23,सी वी रमण,C. V. Raman
24,कर्नाटक,Karnataka
25,पद्म भूषण,Padma Bhushan
26,भारत,India
27,भारत सरकार,Government of India
28,१९६८,1968
29,कर्नाटक,Karnataka
30,पद्म भूषण,Padma Bhushan
31,परमाणु परीक्षण,Nuclear weapons testing
32,भारत,India
33,भारत सरकार,Government of India
34,१९७३,1973
