,hindi,english
0,कोलकाता,Kolkata
1,त्रिपुरा,Tripura
2,पश्चिम बंगाल,West Bengal
3,भारत,India
4,भारतीय जनता पार्टी,Bharatiya Janata Party
5,राज्यपाल,Governor
6,1991,1991
7,अंतर्राष्ट्रीय मुद्रा कोष,International Monetary Fund
8,अन्तर्राष्ट्रीय मुद्रा कोष,International Monetary Fund
9,अफ्रीकी विकास बैंक,African Development Bank
10,इंदिरा गांधी,Indira Gandhi
11,एशियाई विकास बैंक,Asian Development Bank
12,कमल नाथ,Kamal Nath
13,कलकत्ता विश्वविद्यालय,University of Calcutta
14,कानून,Law
15,ग्राम,Gram
16,ज्योति बसु,Jyoti Basu
17,न्यूयॉर्क,New York (state)
18,पद्म विभूषण,Padma Vibhushan
19,पश्चिम बंगाल,West Bengal
20,पी.ए. संगमा,P. A. Sangma
21,बंगाल,Bengal
22,बंगीय साहित्य परिषद,Bangiya Sahitya Parishad
23,बौद्धिक सम्पदा,Intellectual property
24,ब्राह्मण,Brahmin
25,भारत,India
26,भारत के रक्षा मंत्री,Minister of Defence (India)
27,भारत के वित्त मंत्री,Minister of Finance (India)
28,भारत रत्न,Bharat Ratna
29,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
30,मनमोहन सिंह,Manmohan Singh
31,राज्यसभा,Rajya Sabha
32,रीडिफ.कॉम,Rediff.com
33,विश्व बैंक,World Bank
34,संयुक्त प्रगतिशील गठबंधन,United Progressive Alliance
35,सोनिया गांधी,Sonia Gandhi
36,इंग्लैंड,England
37,कलकत्ता,Kolkata
38,कोलकाता,Kolkata
39,ढाका,Dhaka
40,पश्चिम बंगाल,West Bengal
41,पश्चिम बंगाल के मुख्यमंत्री,List of chief ministers of West Bengal
42,बंगला,Bengali language
43,बंगाल,Bengal
44,बंगाली,Bengali language
45,बांग्लादेश,Bangladesh
46,बुद्धदेव भट्टाचार्य,Buddhadeb Bhattacharjee
47,भारत,India
48,भारतीय कम्युनिस्ट पार्टी,Communist Party of India
49,भारतीय कम्युनिस्ट पार्टी (मार्क्सवादी),Communist Party of India (Marxist)
50,१७ जनवरी,January 17
51,१९१४,1914
52,२०१०,2010
53,८ जुलाई,July 8
54,भारतीय,Indian
55,भारतीय कम्युनिस्ट पार्टी (मार्क्सवादी),Communist Party of India (Marxist)
