,hindi,english
0,2008,2008
1,अंग्रेज़ी,English language
2,अमृतलाल नागर,Amritlal Nagar
3,इलाहाबाद विश्वविद्यालय,University of Allahabad
4,उत्तर प्रदेश,Uttar Pradesh
5,उर्दू,Urdu
6,चीन,China (region)
7,जर्मनी,Germany
8,ज्ञानपीठ पुरस्कार,Jnanpith Award
9,दूरदर्शन,Television
10,धारावाहिक,Soap opera
11,पद्म भूषण,Padma Bhushan
12,पद्मभूषण,Padma Bhushan
13,ब्रिटेन,Britain
14,भारत,India
15,भारत सरकार,Government of India
16,भारतीय प्रशासनिक सेवा,Indian Administrative Service
17,मकान,House
18,राग दरबारी,Raag Darbari (novel)
19,राज्यपाल,Governor
20,लखनऊ,Lucknow
21,वर्ष,Year
22,व्यंग्य,Parody
23,शुक्रवार,Friday
24,संगीत,Music
25,संस्कृत,Sanskrit
26,साहित्य,Literature
27,साहित्य अकादमी,Sahitya Akademi
28,हिंदी,Hindi
29,हिंदी साहित्य,Hindi literature
30,हिन्दी,Hindi
31,अंग्रेजी,English language
32,असमिया,Assamese language
33,इन्दु शर्मा अंतर्राष्ट्रीय कथा सम्मान,Indu Sharma Katha Samman
34,उत्तर प्रदेश,Uttar Pradesh
35,उत्तर प्रदेश हिन्दी संस्थान,Uttar Pradesh Hindi Sansthan
36,उर्दू,Urdu
37,पंजाबी,Punjabi
38,बाङ्ला,Bengali language
39,मराठी,Marathi language
40,मलयालम,Malayalam
