,hindi,english
0,इन्दिरा गांधी,Indira Gandhi
1,इलाहाबाद,Allahabad
2,पत्रकार,Journalist
3,भारत,India
4,मुम्बई,Mumbai
5,राजीव गांधी,Rajiv Gandhi
6,विवाह,Marriage
7,संजय गांधी,Sanjay Gandhi
8,हृदयाघात,Myocardial infarction
9,उत्तर प्रदेश,Uttar Pradesh
10,कानपुर,Kanpur
11,गोपीनाथ मुंडे,Gopinath Munde
12,छिंदवाड़ा,Chhindwara
13,देहरादून,Dehradun
14,नेहरू–गांधी परिवार,Nehru–Gandhi family
15,प्रणब मुखर्जी,Pranab Mukherjee
16,भारत,India
17,भारतीय,Indian
18,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
19,मध्य प्रदेश,Madhya Pradesh
20,मध्यप्रदेश,Madhya Pradesh
21,मुख्यमंत्री,Chief minister (India)
22,मुरली देवड़ा,Murli Deora
23,राजनीतिज्ञ,Politics
24,लोक सभा,Lok Sabha
25,वाणिज्य,Commerce
26,विश्व आर्थिक मंच,World Economic Forum
27,शरद पवार,Sharad Pawar
28,संरक्षणवाद,Protectionism
29,उत्तर प्रदेश,Uttar Pradesh
30,भारत,India
31,भारतीय जनता पार्टी,Bharatiya Janata Party
