,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,जबलपुर,Jabalpur
2,पद्म भूषण,Padma Bhushan
3,भारत,India
4,भारत सरकार,Government of India
5,१९९९,1999
6,2008,2008
7,अंग्रेज़ी,English language
8,अमृतलाल नागर,Amritlal Nagar
9,इलाहाबाद विश्वविद्यालय,University of Allahabad
10,उत्तर प्रदेश,Uttar Pradesh
11,उर्दू,Urdu
12,चीन,China (region)
13,जर्मनी,Germany
14,ज्ञानपीठ पुरस्कार,Jnanpith Award
15,दूरदर्शन,Television
16,धारावाहिक,Soap opera
17,पद्म भूषण,Padma Bhushan
18,पद्मभूषण,Padma Bhushan
19,ब्रिटेन,Britain
20,भारत,India
21,भारत सरकार,Government of India
22,भारतीय प्रशासनिक सेवा,Indian Administrative Service
23,मकान,House
24,राग दरबारी,Raag Darbari (novel)
25,राज्यपाल,Governor
26,लखनऊ,Lucknow
27,वर्ष,Year
28,व्यंग्य,Parody
29,शुक्रवार,Friday
30,संगीत,Music
31,संस्कृत,Sanskrit
32,साहित्य,Literature
33,साहित्य अकादमी,Sahitya Akademi
34,हिंदी,Hindi
35,हिंदी साहित्य,Hindi literature
36,हिन्दी,Hindi
37,अवधी,Awadhi language
38,जवाहरलाल नेहरू,Jawaharlal Nehru
39,बलरामपुर,Balrampur
40,राज्य सभा,Rajya Sabha
41,अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
42,अलीगढ़,Aligarh
43,अशोक सिंहल,Ashok Singhal
44,आगरा,Agra
45,इतिहास,History
46,एटा,Etah
47,दुर्गा वाहिनी,Durga Vahini
48,नई दिल्ली,New Delhi
49,बजरंग दल,Bajrang Dal
50,ब्रह्मचर्य,Brahmacarya
51,राजनीति,Politics
52,राम जन्मभूमि,Ram Janmabhoomi
53,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
54,हाथरस,Hathras
55,हिन्दी,Hindi
