,hindi,english
0,1978,1978
1,1984,1984
2,1985,1985
3,कैफ़ी आज़मी,Kaifi Azmi
4,तन्वी आज़मी,Tanvi Azmi
5,पद्म श्री,Padma Shri
6,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
7,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेत्री पुरस्कार,Filmfare Award for Best Actress
8,भारत,India
9,भारतीय कम्युनिस्ट पार्टी,Communist Party of India
10,भारतीय जन नाट्य संघ,Indian People's Theatre Association
11,भारतीय फिल्म और टेलिविज़न संस्थान,Film and Television Institute of India
12,राष्ट्रीय फिल्म पुरस्कार,National Film Awards
13,श्याम बेनेगल,Shyam Benegal
14,समानांतर सिनेमा,Parallel cinema
15,सैय्यद,Sayyid
16,हैदराबाद,Hyderabad
17,अजय देवगन,Ajay Devgn
18,अमिताभ बच्चन,Amitabh Bachchan
19,इंटरनेट मूवी डेटाबेस,IMDb
20,जीत,Jeet
21,तमिल,Tamils
22,नीलम,Sapphire
23,भारत,India
24,मधुर भंडारकर,Madhur Bhandarkar
25,माचिस,Match
26,मीरा नायर,Mira Nair
27,मैकबेथ,Macbeth
28,विजयपथ,Vijaypath
29,विशाल भारद्वाज,Vishal Bhardwaj
30,शबाना आज़मी,Shabana Azmi
31,शिकार,Hunting
32,साजन चले ससुराल,Saajan Chale Sasural
33,सोनाली बेंद्रे,Sonali Bendre
34,हिन्दी,Hindi
35,हैदराबाद,Hyderabad
36,आर्य समाज,Arya Samaj
37,इहाना ढिल्लों,Ihana Dhillon
38,कैटरीना कैफ़,Katrina Kaif
39,दिसम्बर,December
40,भारत,India
41,भारतीय सिनेमा,Cinema of India
42,मनीला,Manila
43,माधवन,R. Madhavan
44,रहना है तेरे दिल में,Rehnaa Hai Terre Dil Mein
45,लगे रहो मुन्ना भाई,Lage Raho Munna Bhai
46,विधु विनोद चोपड़ा,Vidhu Vinod Chopra
47,संजय दत्त,Sanjay Dutt
48,सोनू निगम,Sonu Nigam
49,सोहा अली खान,Soha Ali Khan
50,हैदराबाद,Hyderabad
