,hindi,english
0,अरुणा आसफ़ अली,Aruna Asaf Ali
1,उत्तर प्रदेश,Uttar Pradesh
2,तुर्की,Turkey
3,बर्न,Bern
4,भारत,India
5,मुस्लिम लीग,Muslim League
6,संयुक्त राज्य अमेरिका,United States
7,असहयोग आन्दोलन,Non-cooperation movement
8,अहमदाबाद,Ahmedabad
9,आख्यान,Legend
10,आयरलैण्ड,Ireland
11,आर्य समाज,Arya Samaj
12,इतिहास,History
13,उत्तर प्रदेश,Uttar Pradesh
14,उपनाम,Surname
15,उर्दू भाषा,Urdu
16,कवि,Poet
17,कांग्रेस,Congress
18,काकोरी,Kakori
19,काकोरी काण्ड,Kakori conspiracy
20,कानपुर,Kanpur
21,कारागार,Prison
22,गणेशशंकर विद्यार्थी,Ganesh Shankar Vidyarthi
23,गया,"Gaya, India"
24,जिगर मुरादाबादी,Jigar Moradabadi
25,दिल्ली,Delhi
26,नई दिल्ली,New Delhi
27,नेपाल,Nepal
28,नैनीताल,Nainital
29,पासपोर्ट,Passport
30,पिता,Father
31,पुलिस,Police
32,प्रेमकृष्ण खन्ना,Prem Krishna Khanna
33,बंगाल,Bengal
34,बिहार,Bihar
35,भगत सिंह,Bhagat Singh
36,भोपाल,Bhopal
37,मकबरा,Mausoleum
38,मन्मथनाथ गुप्त,Manmath Nath Gupta
39,मृत्यु,Death
40,राजस्थान,Rajasthan
41,राजेन्द्रनाथ लाहिड़ी,Rajendra Lahiri
42,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
43,राम प्रसाद बिस्मिल,Ram Prasad Bismil
44,रोशन सिंह,Roshan Singh
45,लखनऊ,Lucknow
46,लाला हरदयाल,Har Dayal
47,विकिपीडिया,Wikipedia
48,शाहजहाँपुर,Shahjahanpur
49,सरकार,Government
50,सोमवार,Monday
51,स्वराज,Swaraj
52,स्वराज पार्टी,Swaraj Party
53,हिन्दी,Hindi
54,हिन्दुस्तान,Hindustan
55,हिन्दू,Hindus
56,१९९५,1995
57,१९९७,1997
58,२००४,2004
59,२००६,2006
60,उत्तर प्रदेश,Uttar Pradesh
61,काकोरी काण्ड,Kakori conspiracy
62,देश,Country
63,नगर पंचायत,Nagar panchayat
64,भारत,India
65,भारतीय स्वतन्त्रता आन्दोलन,Indian independence movement
66,मंगल ग्रह,Mars
67,लखनऊ,Lucknow
68,शहर,City
69,काकोरी काण्ड,Kakori conspiracy
70,कानपुर,Kanpur
71,चंद्रशेखर आजाद,Chandra Shekhar Azad
72,दिल्ली,Delhi
73,ब्रिटिश राज,British Raj
74,भगत सिंह,Bhagat Singh
75,भारतीय स्वतन्त्रता संग्राम,Indian independence movement
76,योगेश चन्द्र चटर्जी,Jogesh Chandra Chatterjee
77,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
78,रामप्रसाद बिस्मिल,Ram Prasad Bismil
79,लाला लाजपत राय,Lala Lajpat Rai
80,लाहौर,Lahore
81,शचींद्रनाथ सान्याल,Sachindra Nath Sanyal
