,hindi,english
0,अंजॉ जिला,Anjaw district
1,अदरक,Ginger
2,अरुणाचल प्रदेश के जिले,List of districts of Arunachal Pradesh
3,असम,Assam
4,ईटानगर,Itanagar
5,ईसाई,Christians
6,कुरुंग कुमे जिला,Kurung Kumey district
7,कृषि,Agriculture
8,गन्ना,Sugarcane
9,गेहूँ,Wheat
10,चांगलांग,Changlang
11,चावल,Rice
12,जनजाति,Tribe
13,जौ,Barley
14,तवांग,Tawang
15,तवांग जिला,Tawang district
16,तिब्बत,Tibet
17,धर्म,Dharma
18,निचली दिबांग घाटी जिला,Lower Dibang Valley district
19,पपुमपारे जिला,Papum Pare district
20,पश्चिम कमेंग जिला,West Kameng district
21,पश्चिम सियांग जिला,West Siang district
22,पूर्व कमेंग जिला,East Kameng district
23,पूर्व सियांग जिला,East Siang district
24,बांग्लादेश,Bangladesh
25,बोडो,Bodo
26,बौद्ध धर्म,Buddhism
27,भारत,India
28,भारतीय जनता पार्टी,Bharatiya Janata Party
29,भूटान,Bhutan
30,मक्का,Mecca (disambiguation)
31,राजधानी,Capital city
32,लोहित जिला,Lohit district
33,वर्ग किलोमीटर,Square kilometre
34,शरणार्थी,Refugee
35,सेब,Apple
36,हिन्दी,Hindi
37,हिमालय,Himalayas
38,अरुणाचल प्रदेश,Arunachal Pradesh
39,अरुणाचल प्रदेश,Arunachal Pradesh
40,असम विश्वविद्यालय,Assam University
41,इटानगर,Itanagar
42,त्रिपुरा विश्वविद्यालय,Tripura University
43,भारत,India
44,भारत के विश्वविद्यालय,List of universities in India
45,मणिपुर विश्वविद्यालय,Manipur University
46,पद्म श्री,Padma Shri
47,भारत,India
48,महाराष्ट्र,Maharashtra
