,hindi,english
0,2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
1,भारत,India
2,एथेंस,Athens
3,एशियाई खेल,Asian Games
4,केरल,Kerala
5,चेन्नई,Chennai
6,दक्षिण कोरिया,South Korea
7,दोहा,Doha (poetry)
8,नेपाल,Nepal
9,पेरिस,Paris
10,बुसान,Busan
11,भारत,India
12,भारत सरकार,Government of India
13,राजीव गांधी खेल रत्न,Rajiv Gandhi Khel Ratna
14,लुधियाना,Ludhiana
15,हैदराबाद,Hyderabad
16,एथलीट,Athlete
17,कर्नाटक,Karnataka
18,केरल,Kerala
19,जकार्ता,Jakarta
20,तिरुवनंतपुरम,Thiruvananthapuram
21,पत्रकार,Journalist
22,भारत,India
23,रजत पदक,Silver medal
24,स्वर्ण पदक,Gold medal
25,केरल,Kerala
26,भारत,India
