,hindi,english
0,1909,1909
1,1934,1934
2,1944,1944
3,1945,1945
4,1947,1947
5,1966,1966
6,24 जनवरी,January 24
7,30 अक्टूबर,October 30
8,कैम्ब्रिज विश्वविद्यालय,University of Cambridge
9,जेनेवा,Geneva
10,परमाणु,Atom
11,परमाणु ऊर्जा,Nuclear power
12,परमाणु ऊर्जा आयोग,Atomic Energy Commission of India
13,पारसी,Parsis
14,पियारा सिंह गिल,Piara Singh Gill
15,फ्रांस,France
16,भाभा परमाणु अनुसंधान केन्द्र,Bhabha Atomic Research Centre
17,भारत,India
18,भारत में परमाणु ऊर्जा,Nuclear power in India
19,मुंबई,Mumbai
20,मुम्बई,Mumbai
21,विद्युत,Electricity
22,वैज्ञानिक,Scientist
23,संयुक्त राष्ट्र,United Nations
24,१९५३,1953
25,१९६६,1966
26,२४ जनवरी,January 24
27,पद्म श्री,Padma Shri
28,महात्मा गांधी,Mahatma Gandhi
29,लाहौर,Lahore
30,पद्म भूषण,Padma Bhushan
31,भारत,India
32,भारत सरकार,Government of India
33,महाराष्ट्र,Maharashtra
34,१९७१,1971
35,अमेरिकी डॉलर,United States dollar
36,अरबपतियों की सूची,The World's Billionaires
37,कर्नाटक,Karnataka
38,भारत,India
