,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,जाति,Caste
2,डकैती,Banditry
3,दलित,Dalit
4,दिल्ली,Delhi
5,पति,Pati (title)
6,परिवार,Family
7,प्रतीक,Symbol
8,बौद्ध धर्म,Buddhism
9,भारत,India
10,भारतीय,Indian
11,मुलायम सिंह यादव,Mulayam Singh Yadav
12,राजनेता,Politician
13,शेर सिंह राणा,Sher Singh Rana
14,सांसद,Member of parliament
15,अपराध,Crime
16,उत्तर प्रदेश,Uttar Pradesh
17,एम्स दिल्ली,"All India Institute of Medical Sciences, New Delhi"
18,कल्याण सिंह,Kalyan Singh
19,ग़ाज़ियाबाद,Ghaziabad
20,गोरखपुर,Gorakhpur
21,दिल्ली,Delhi
22,पटना,Patna
23,बिहार,Bihar
24,बृज बिहारी प्रसाद,Brij Behari Prasad
25,बैंकॉक,Bangkok
26,भारतीय पुलिस सेवा,Indian Police Service
27,भारतीय प्रशासनिक सेवा,Indian Administrative Service
28,माफ़िया,Mafia
29,मुठभेड़,Encounter killings by police
30,मोकामा,Mokama
31,लखनऊ,Lucknow
32,सिम,SIM card
33,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
34,अरविंद केजरीवाल,Arvind Kejriwal
35,आम आदमी पार्टी,Aam Aadmi Party
36,उत्तर पूर्वी दिल्ली लोकसभा निर्वाचन क्षेत्र,North East Delhi (Lok Sabha constituency)
37,उत्तर प्रदेश,Uttar Pradesh
38,कन्नौज लोक सभा निर्वाचन क्षेत्र,Kannauj (Lok Sabha constituency)
39,कपूरथला,Kapurthala
40,केरल,Kerala
41,गंगा नदी,Ganges
42,जनता पार्टी,Janata Party
43,दिल्ली,Delhi
44,दिल्ली सरकार,Government of Delhi
45,नई दिल्ली,New Delhi
46,निखिल कुमार,Nikhil Kumar
47,पश्चिम बंगाल,West Bengal
48,पूर्वी दिल्ली लोकसभा निर्वाचन क्षेत्र,East Delhi (Lok Sabha constituency)
49,बिहार,Bihar
50,भारत,India
51,भारतीय जनता पार्टी,Bharatiya Janata Party
52,भारतीय प्रशासनिक सेवा,Indian Administrative Service
53,मदन लाल खुराना,Madan Lal Khurana
54,मिरांडा हाउस,Miranda House
55,मुख्य मंत्री,Chief minister
56,राष्ट्रीय राजधानी क्षेत्र,National Capital Region (India)
57,लोक सभा,Lok Sabha
58,विजय जौली,Vijay Jolly
59,विधान सभा,State Legislative Assembly (India)
60,संदीप दीक्षित,Sandeep Dikshit
61,संयुक्त राष्ट्र,United Nations
62,समाजवादी पार्टी,Samajwadi Party
63,सांसद,Member of parliament
64,सुषमा स्वराज,Sushma Swaraj
65,हरदोई,Hardoi
66,हृदयाघात,Myocardial infarction
