,hindi,english
0,टेस्ट क्रिकेट,Test cricket
1,ट्वेन्टी ट्वेन्टी,Twenty20
2,पश्चिम बंगाल,West Bengal
3,भारत,India
4,अध्यक्ष,Chairperson
5,इंडियन प्रीमियर लीग,Indian Premier League
6,एक दिवसीय अंतरराष्ट्रीय,One Day International
7,एक दिवसीय अंतर्राष्ट्रीय,One Day International
8,ऑस्ट्रेलिया,Australia
9,कोलकाता,Kolkata
10,कोलकाता नाईट राइडर्स,Kolkata Knight Riders
11,ग्रेग चैपल,Greg Chappell
12,डीन जोन्स,Dean Jones (cricketer)
13,दिलीप ट्रॉफी,Duleep Trophy
14,पद्म श्री,Padma Shri
15,पश्चिम बंगाल,West Bengal
16,पाकिस्तान,Pakistan
17,बंगाल,Bengal
18,ब्रायन लारा,Brian Lara
19,भारत,India
20,भारतीय क्रिकेट टीम,India national cricket team
21,माइकल बेवन,Michael Bevan
22,रणजी ट्रॉफी,Ranji Trophy
23,राहुल द्रविड़,Rahul Dravid
24,विव रिचर्ड्स,Viv Richards
25,विश्व कप,World Cup
26,श्रीलंका,Sri Lanka
27,सचिन तेंदुलकर,Sachin Tendulkar
28,सौरव गांगुली,Sourav Ganguly
29,२००३ क्रिकेट विश्व कप,2003 Cricket World Cup
30,२००७ क्रिकेट विश्व कप,2007 Cricket World Cup
31,क्रिकेट,Cricket
32,भारत,India
33,भारतीय क्रिकेट टीम,India national cricket team
34,इंडियन प्रीमियर लीग,Indian Premier League
35,किंग्स इलेवन पंजाब,Kings XI Punjab
36,क्रिकेट,Cricket
37,बंगाल,Bengal
38,भारतीय,Indian
39,मैच,Match
40,विकेट-कीपर,Wicket-keeper
41,विकेट कीपर,Wicket-keeper
42,सनराइजर्स हैदराबाद,Sunrisers Hyderabad
43,२०१४ इंडियन प्रीमियर लीग,2014 Indian Premier League
