,hindi,english
0,पद्म भूषण,Padma Bhushan
1,पद्म श्री,Padma Shri
2,बज्जिका,Bajjika
3,बिहार,Bihar
4,मैंने प्यार किया,Maine Pyar Kiya
5,हम आपके हैं कौन,Hum Aapke Hain Koun..!
6,हिन्दी,Hindi
7,अछूत कन्या,Achhut Kannya
8,अभिनेता,Actor
9,इलाहाबाद विश्वविद्यालय,University of Allahabad
10,कला,Art
11,किशोर कुमार,Kishore Kumar
12,देविका रानी,Devika Rani
13,पद्म भूषण,Padma Bhushan
14,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
15,फ़िल्मफ़ेयर सर्वश्रेष्ठ सहायक अभिनेता पुरस्कार,Filmfare Award for Best Supporting Actor
16,भागलपुर,Bhagalpur
17,भारत,India
18,भारत सरकार,Government of India
19,भारतीय सिनेमा,Cinema of India
20,महाराष्ट्र,Maharashtra
21,१९९९,1999
22,२००१,2001
23,इंटरनेट मूवी डेटाबेस,IMDb
24,ज़िन्दगी ज़िन्दगी,Zindagi Zindagi
25,दादा साहेब फाल्के पुरस्कार,Dadasaheb Phalke Award
26,बर्लिन,Berlin
27,बाङ्ला सिनेमा,Cinema of West Bengal
28,भौतिकी,Physics
29,मास्को,Moscow
30,रवीन्द्रनाथ टैगोर,Rabindranath Tagore
31,लंदन,London
32,वेनिस,Venice
33,सफेद हाथी (1977 फ़िल्म),Safed Haathi
34,हिन्दी सिनेमा,Bollywood
35,१५ जनवरी,January 15
36,१९५५,1955
37,१९५६,1956
38,१९९०,1990
39,२००६,2006
40,२००९,2009
41,अशोक चक्र,Ashoka Chakra (military decoration)
42,चण्डीगढ़,Chandigarh
43,जम्मू और कश्मीर,Jammu and Kashmir (state)
44,बिहार,Bihar
45,भारत,India
46,भारतीय वायु सेना,Indian Air Force
47,राकेश शर्मा,Rakesh Sharma
48,राष्ट्रीय राइफल्स,Rashtriya Rifles
