,hindi,english
0,भारत,India
1,भारत के उपराष्ट्रपति,Vice President of India
2,अखिल भारतीय आयुर्विज्ञान संस्थान,All India Institutes of Medical Sciences
3,अलगाववाद,Separatism
4,आपातकाल (भारत),The Emergency (India)
5,इंदिरा गाँधी,Indira Gandhi
6,इन्द्र कुमार गुजराल,I. K. Gujral
7,इलाहाबाद,Allahabad
8,इलाहाबाद उच्च न्यायालय,Allahabad High Court
9,उत्तर प्रदेश,Uttar Pradesh
10,उत्तर प्रदेश राज्य बनाम राज नारायण,State of Uttar Pradesh v. Raj Narain
11,ऑक्सफ़र्ड विश्वविद्यालय,University of Oxford
12,ऑपरेशन ब्लू स्टार,Operation Blue Star
13,कमला नेहरू,Kamala Nehru
14,कश्मीर,Kashmir
15,के. कामराज,K. Kamaraj
16,गरीबी हटाओ,Garibi Hatao
17,गुजरात,Gujarat
18,चना,Chickpea
19,चेन्नई,Chennai
20,चौधरी चरण सिंह,Charan Singh
21,जग मोहन,Jagmohan
22,जगजीवन राम,Jagjivan Ram
23,जनता दल,Janata Dal
24,जम्मू,Jammu Division
25,जम्मू और कश्मीर,Jammu and Kashmir (state)
26,जयप्रकाश नारायण,Jayaprakash Narayan
27,जवाहरलाल नेहरू,Jawaharlal Nehru
28,तमिल नाडु,Tamil Nadu
29,दिल्ली,Delhi
30,दुर्योधन,Duryodhana
31,नई दिल्ली,New Delhi
32,नीलम संजीव रेड्डी,Neelam Sanjiva Reddy
33,पाकिस्तान,Pakistan
34,पारसी,Parsis
35,पुपुल जयकर,Pupul Jayakar
36,पोखरण,Pokhran
37,प्रधानमन्त्री,Prime minister
38,प्रियंका गांधी,Priyanka Gandhi
39,फ़ख़रुद्दीन अली अहमद,Fakhruddin Ali Ahmed
40,बंगाल की खाड़ी,Bay of Bengal
41,बांग्लादेश मुक्ति युद्ध,Bangladesh Liberation War
42,ब्रह्म,Brahman
43,ब्राह्मण,Brahmin
44,ब्रिस्टल,Bristol
45,भारत,India
46,भारत के उप प्रधानमंत्री,Deputy Prime Minister of India
47,भारतीय जनता पार्टी,Bharatiya Janata Party
48,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
49,भारतीय संसद,Parliament of India
50,भारतीय स्वतन्त्रता आन्दोलन,Indian independence movement
51,मनमोहन सिंह,Manmohan Singh
52,महात्मा गांधी,Mahatma Gandhi
53,मार्क टली,Mark Tully
54,मेनका गांधी,Maneka Gandhi
55,मोतीलाल नेहरू,Motilal Nehru
56,मोरारजी देसाई,Morarji Desai
57,राजनैतिक भ्रष्टाचार,Political corruption
58,राजस्थान,Rajasthan
59,राजीव गांधी,Rajiv Gandhi
60,राज्य सभा,Rajya Sabha
61,राष्ट्रपति शासन,President's rule
62,राहुल गांधी,Rahul Gandhi
63,लालबहादुर शास्त्री,Lal Bahadur Shastri
64,लेनिन शान्ति पुरस्कार,Lenin Peace Prize
65,लोक सभा,Lok Sabha
66,वंशवाद,Hereditary politicians
67,वरुण गांधी,Varun Gandhi
68,विवाह,Marriage
69,विश्व-भारती विश्वविद्यालय,Visva-Bharati University
70,वेद,Vedas
71,शशि थरूर,Shashi Tharoor
72,शान्तिनिकेतन,Shantiniketan
73,शिमला,Shimla
74,संजय गांधी,Sanjay Gandhi
75,संजीव कुमार,Sanjeev Kumar
76,संयुक्त प्रगतिशील गठबंधन,United Progressive Alliance
77,संयुक्त राष्ट्र,United Nations
78,समाजवाद,Socialism
79,सुचित्रा सेन,Suchitra Sen
80,सोनिया गांधी,Sonia Gandhi
81,सोवियत संघ,Soviet Union
82,हरिमन्दिर साहिब,Golden Temple
83,१३ मई,May 13
84,१९८४,1984
85,३१ अक्टूबर,October 31
86,1902,1902
87,1979,1979
88,23 दिसम्बर,December 23
89,28 जुलाई,July 28
90,आगरा विश्वविद्यालय,Dr. Bhimrao Ambedkar University
91,उत्तर प्रदेश,Uttar Pradesh
92,गाजियाबाद,"Ghaziabad district, Uttar Pradesh"
93,जाट,Jat people
94,नूरपुर,"Nurpur, Himachal Pradesh"
95,बुलन्दशहर,Bulandshahr
96,भारत,India
97,भारत के प्रधानमंत्री,Prime Minister of India
98,भारतीय,Indian
99,मवाना,Mawana
100,महात्मा गाँधी,Mahatma Gandhi
101,मेरठ,Meerut
102,राम मनोहर लोहिया,Ram Manohar Lohia
103,सविनय अवज्ञा आन्दोलन,Salt March
104,हापुड़,Hapur
105,इटली,Italy
106,इन्दिरा गांधी,Indira Gandhi
107,घूस,Bribery
108,जोगिन्दर सिंह,Jogendra Singh (politician)
109,दिल्ली उच्च न्यायालय,Delhi High Court
110,प्रधानमन्त्री,Prime minister
111,बोफोर्स घोटाला,Bofors scandal
112,भारत,India
113,भारत के प्रधानमन्त्री,Prime Minister of India
114,भारत सरकार,Government of India
115,भोपाल गैस काण्ड,Bhopal disaster
116,लंदन,London
117,वारेन एंडरसन,Warren Anderson (American businessman)
118,विश्वनाथ प्रताप सिंह,Vishwanath Pratap Singh
119,शाहबानो प्रकरण,Mohd. Ahmed Khan v. Shah Bano Begum
120,सोवियत संघ,Soviet Union
121,स्वीडन,Sweden
