,hindi,english
0,510,510
1,530,530
2,540,540
3,550,550
4,560,560
5,अर्थशास्त्र,Economics
6,अश्वत्थामा,Ashwatthama
7,कांची,Kanchipuram
8,कांचीपुरम,Kanchipuram
9,कायस्थ,Kayastha
10,काशीप्रसाद जायसवाल,K. P. Jayaswal
11,कृष्णा नदी,Krishna River
12,चीन,China (region)
13,तमिल,Tamils
14,दक्षिण भारत,South India
15,नरसिंहवर्मन १,Narasimhavarman I
16,नरसिंहवर्मन २,Narasimhavarman II
17,नाग,Indian cobra
18,प्राकृत,Prakrit
19,बेल्लारी,Bellary
20,बोधिधर्म,Bodhidharma
21,भारत,India
22,भारवि,Bharavi
23,महाबलिपुरम,Mamallapuram
24,महेन्द्रवर्मन प्रथम,Mahendravarman I
25,राजा,Monarch
26,विक्रमादित्य,Vikramaditya
27,विष्णु,Vishnu
28,समुद्रगुप्त,Samudragupta
29,सातवाहन,Satavahana dynasty
30,सिंहविष्णु,Simhavishnu
31,आन्ध्र प्रदेश,Andhra Pradesh
32,कलिंग,Kalinga (historical region)
33,छत्तीसगढ़,Chhattisgarh
34,पश्चिम बंगाल,West Bengal
35,भारतीय उपमहाद्वीप,Indian subcontinent
36,श्रीकाकुलम जिला,Srikakulam district
37,1947,1947
38,1950,1950
39,गवर्नर जनरल,Governor-General of India
40,चेन्नई,Chennai
41,दार्शनिक,Philosopher
42,देवदास गांधी,Devdas Gandhi
43,भारत,India
44,भारत रत्न,Bharat Ratna
45,महाभारत (राजगोपालाचारी),Mahabharata (Rajagopalachari book)
46,राजनीति,Politics
47,रामायण (राजगोपालाचारी),Ramayana (Rajagopalachari book)
48,लेखक,Writer
49,वल्लभ भाई पटेल,Vallabhbhai Patel
50,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
51,स्वतंत्र पार्टी,Swatantra Party
52,स्वराज,Swaraj
53,हिन्दी,Hindi
54,होसूर,Hosur
55,अमेरिका,United States
56,अर्थशास्त्र,Economics
57,इंदिरा गांधी शांति पुरस्कार,Indira Gandhi Prize
58,उच्चतम न्यायालय,Supreme court
59,उपराष्ट्रपति,Vice President of India
60,ऑस्ट्रेलिया,Australia
61,गंगा नदी,Ganges
62,गणतंत्र दिवस,Republic Day (India)
63,चेन्नई,Chennai
64,जापान,Japan
65,तंजौर,Thanjavur
66,तमिलनाडु,Tamil Nadu
67,नई दिल्ली,New Delhi
68,न्यूजीलैंड,New Zealand
69,प्रतिभा पाटिल,Pratibha Patil
70,भारत,India
71,भारत के उपराष्ट्रपति,Vice President of India
72,भारत छोड़ो आंदोलन,Quit India Movement
73,मद्रास उच्च न्यायालय,Madras High Court
74,मद्रास विश्वविद्यालय,University of Madras
75,मॉरिशस,Mauritius
76,यूगोस्लाविया,Yugoslavia
77,राजनीति,Politics
78,राज्यसभा,Rajya Sabha
79,राष्ट्रपति,President (government title)
80,स्वतंत्रता आंदोलन,Indian independence movement
81,हरिद्वार,Haridwar
82,१९१०,1910
83,१९८७,1987
84,१९९२,1992
85,२००९,2009
86,२५ जुलाई,July 25
87,२७ जनवरी,January 27
88,४ दिसंबर,December 4
