,hindi,english
0,केरल,Kerala
1,भारत,India
2,भारतीय,Indian
3,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
4,केरल,Kerala
5,पद्म भूषण,Padma Bhushan
6,१९५७,1957
7,केरल,Kerala
8,द पैराडॉक्सिकल प्राइम मिनिस्टर,The Paradoxical Prime Minister
9,दिल्ली,Delhi
10,बान की मून,Ban Ki-moon
11,भारत सरकार,Government of India
12,भारतीय,Indian
13,भारतीय विज्ञान कांग्रेस,Indian Science Congress Association
14,मकबूल फ़िदा हुसैन,M. F. Husain
15,मनमोहन सिंह,Manmohan Singh
16,लोक सभा,Lok Sabha
17,विद्याधर सूरजप्रसाद नैपाल,V. S. Naipaul
18,संयुक्त राष्ट्र,United Nations
19,सलमान रुश्दी,Salman Rushdie
20,सांसद,Member of parliament
21,सुनन्दा पुष्कर,Sunanda Pushkar
22,सेंट स्टीफ़न कॉलेज,"St. Stephen's College, Delhi"
23,केरल,Kerala
24,मनमोहन सिंह,Manmohan Singh
25,मलप्पुरम लोक सभा निर्वाचन क्षेत्र,Malappuram (Lok Sabha constituency)
26,लोक सभा,Lok Sabha
