,hindi,english
0,अभिनेता,Actor
1,भारतीय,Indian
2,मध्य प्रदेश,Madhya Pradesh
3,अब्बास-मस्तान,Abbas–Mustan
4,अभिनेता,Actor
5,इंटरनेट मूवी डेटाबेस,IMDb
6,दिल का दौरा,Myocardial infarction
7,बॉलीवुड,Bollywood
8,बॉलीवुड हंगामा,Bollywood Hungama
9,भारत,India
10,भारतीय,Indian
11,महाराष्ट्र,Maharashtra
12,मुम्बई,Mumbai
13,आशिकी 2,Aashiqui 2
14,एक था टाइगर,Ek Tha Tiger
15,कारगिल युद्ध,Kargil War
16,किक,Kick (2014 film)
17,केन्द्रीय माध्यमिक शिक्षा बोर्ड,Central Board of Secondary Education
18,टी-सीरीज़,T-Series (company)
19,बंगलौर,Bangalore
20,भारत,India
21,मध्य प्रदेश,Madhya Pradesh
22,मारवाड़ी,Marwari people
23,माहेश्वरी,Maheshwari
24,मीका सिंह,Mika Singh
25,लिम्का बुक ऑफ़ रिकार्ड्स,Limca Book of Records
26,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
27,हिमेश रेशमिया,Himesh Reshammiya
28,इलाहाबाद विश्वविद्यालय,University of Allahabad
29,कैम्ब्रिज विश्वविद्यालय,University of Cambridge
30,दिल्ली,Delhi
31,भारत,India
32,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
33,भोपाल,Bhopal
34,भोपाल राज्य,Bhopal State
35,महाराष्ट्र,Maharashtra
36,राज्य सभा,Rajya Sabha
37,राष्ट्रपति,President (government title)
38,लखनऊ विश्वविद्यालय,University of Lucknow
39,हिन्दी,Hindi
40,१९ अगस्त,August 19
41,१९१८,1918
42,१९९२,1992
43,१९९७,1997
44,१९९९,1999
45,२५ जुलाई,July 25
