,hindi,english
0,अनिल कुंबले,Anil Kumble
1,कर्नाटक,Karnataka
2,कर्नाटक सरकार,Government of Karnataka
3,कोलकाता,Kolkata
4,जनता दल,Janata Dal
5,जनता पार्टी,Janata Party
6,डेल स्टेन,Dale Steyn
7,बंगलौर,Bangalore
8,ब्रिटेन,Britain
9,भारत,India
10,भारत सरकार,Government of India
11,मार्क बाउचर,Mark Boucher
12,मोनाको,Monaco
13,यूबी समूह,United Breweries Group
14,राहुल द्रविड़,Rahul Dravid
15,लक्ष्मी मित्तल,Lakshmi Mittal
16,विट्ठल माल्या,Vittal Mallya
17,शीला दीक्षित,Sheila Dikshit
18,सिद्धार्थ माल्या,Sid Mallya
19,सुब्रह्मण्यम स्वामी,Subramanian Swamy
20,अमृत,Amrita
21,उद्योग,Industry
22,कंपनी,Company
23,किंगफिशर,Alcedines
24,किसान,Farmer
25,जर्मनी,Germany
26,दक्षिण भारत,South India
27,भारत,India
28,भारतीय संसद,Parliament of India
29,मध्य पूर्व,Middle East
30,युनाइटेड ब्रूअरीज़ समूह,United Breweries Group
31,विजय माल्या,Vijay Mallya
32,विट्ठल माल्या,Vittal Mallya
33,शराब,Liquor
34,आंध्र प्रदेश,Andhra Pradesh
35,गोवा,Goa
36,ढाका,Dhaka
37,बिहार,Bihar
38,बैंगलोर,Bangalore
39,यूबी समूह,United Breweries Group
40,कर्नाटक,Karnataka
41,पद्म भूषण,Padma Bhushan
42,भारत,India
43,भारत सरकार,Government of India
44,१९६८,1968
