,hindi,english
0,हिन्दी,Hindi
1,अंधा युग,Andha Yug
2,अजय देवगन,Ajay Devgn
3,अतुल कुलकर्णी,Atul Kulkarni
4,अनुराग कश्यप,Anurag Kashyap
5,अभिषेक बच्चन,Abhishek Bachchan
6,अरविंद गौड़,Arvind Gaur
7,अरविन्द गौड़,Arvind Gaur
8,इरफ़ान ख़ान,Irrfan Khan
9,ऋषि कपूर,Rishi Kapoor
10,ओम पुरी,Om Puri
11,ओमकारा,Omkara (2006 film)
12,करीना कपूर,Kareena Kapoor Khan
13,गिरीश कर्नाड,Girish Karnad
14,चोर चोर सुपर चोर,Chor Chor Super Chor
15,जावेद जाफरी,Javed Jaffrey
16,तब्बू,Tabu (actress)
17,धर्मवीर भारती,Dharamvir Bharati
18,नसीरुद्दीन शाह,Naseeruddin Shah
19,पंकज कपूर,Pankaj Kapur
20,भीष्म साहनी,Bhisham Sahni
21,महेश दत्ताणी,Mahesh Dattani
22,राकेश ओमप्रकाश मेहरा,Rakeysh Omprakash Mehra
23,राम गोपाल बजाज,Ram Gopal Bajaj
24,राहुल बोस,Rahul Bose
25,वहीदा रहमान,Waheeda Rehman
26,विवेक ओबेराय,Vivek Oberoi
27,विशाल भारद्वाज,Vishal Bhardwaj
28,सैफ अली खान,Saif Ali Khan
29,सोनम कपूर,Sonam Kapoor
30,स्वदेश दीपक,Swadesh Deepak
31,उत्तराखंड,Uttarakhand
32,एली एवराम,Elli AvrRam
33,ग्रैंड मस्ती,Grand Masti
34,दिव्या भारती,Divya Bharti
35,देहरादून,Dehradun
36,बॉलीवुड,Bollywood
37,मलयालम,Malayalam
38,रिया सेन,Riya Sen
39,हुमा क़ुरैशी (अभिनेत्री),Huma Qureshi (actress)
