,hindi,english
0,अनुष्का शंकर,Anoushka Shankar
1,अन्नपूर्णा देवी,Annapurna Devi
2,उदय शंकर,Uday Shankar
3,नोराह जोन्स,Norah Jones
4,पद्म भूषण,Padma Bhushan
5,भारत,India
6,भारत रत्न,Bharat Ratna
7,भारत सरकार,Government of India
8,शुभेन्द्र शंकर,Ravi Shankar#Personal life and family
9,असहयोग आन्दोलन,Non-cooperation movement
10,अहमदाबाद,Ahmedabad
11,इलाहाबाद,Allahabad
12,इलाहाबाद विश्वविद्यालय,University of Allahabad
13,उपनाम,Surname
14,कलकत्ता विश्वविद्यालय,University of Calcutta
15,कालाकाँकर,Kalakankar
16,जवाहरलाल नेहरू,Jawaharlal Nehru
17,डिब्रूगढ़,Dibrugarh
18,दिल्ली,Delhi
19,पूर्वज,Ancestor
20,पेशावर,Peshawar
21,भगवान दास,Bhagwan Das
22,भारत,India
23,भारत रत्न,Bharat Ratna
24,भारत सरकार,Government of India
25,मदन मोहन मालवीय,Madan Mohan Malaviya
26,मालवा,Malwa
27,लाहौर,Lahore
28,विश्वविद्यालय,University
29,संस्कृत भाषा,Sanskrit
30,सनातन धर्म,Sanātanī
31,स्वराज पार्टी,Swaraj Party
32,हिन्दी,Hindi
33,हिन्दुस्तान,Hindustan
34,हिन्दू,Hindus
35,अभिनेता,Actor
36,अशोक सिंघल,Ashok Singhal
37,आर्य समाज,Arya Samaj
38,इतिहासकार,Historian
39,इलाहाबाद उच्च न्यायालय,Allahabad High Court
40,एनी बेसेन्ट,Annie Besant
41,कला,Art
42,गीतकार,Lyricist
43,जगजीवन राम,Jagjivan Ram
44,जयन्त विष्णु नार्लीकर,Jayant Narlikar
45,दरभंगा,Darbhanga
46,दान,Dāna
47,धर्म,Dharma
48,धातुकर्म,Metallurgy
49,नीति,Policy
50,बीरबल साहनी,Birbal Sahni
51,भारत,India
52,भारत की संस्कृति,Culture of India
53,मदनमोहन मालवीय,Madan Mohan Malaviya
54,मनोज सिन्हा,Manoj Sinha
55,माधव सदाशिव गोलवलकर,M. S. Golwalkar
56,रामचन्द्र शुक्ल,Ramchandra Shukla
57,लालमणि मिश्र,Lalmani Misra
58,वाराणसी,Varanasi
59,विज्ञान,Science
60,विश्वविद्यालय,University
61,वैज्ञानिक,Scientist
62,शान्ति स्वरूप भटनागर,Shanti Swaroop Bhatnagar
63,संगीतकार,Musician
64,संस्कृत साहित्य,Sanskrit literature
65,सभ्यता,Civilization
66,सांसद,Member of parliament
67,सुजीत कुमार,Sujit Kumar
68,हरिवंश राय बच्चन,Harivansh Rai Bachchan
69,कला,Art
70,पद्म भूषण,Padma Bhushan
71,भारत,India
72,भारत सरकार,Government of India
73,महाराष्ट्र,Maharashtra
74,२००६,2006
