,hindi,english
0,अरब सागर,Arabian Sea
1,बंगाल की खाड़ी,Bay of Bengal
2,भारत,India
3,हनुमान,Hanuman
4,हिन्द महासागर,Indian Ocean
5,चोल राजवंश,Chola dynasty
6,दक्षिण भारत,South India
7,अफ्रीका,Africa
8,अरमेनिया,Armenia
9,ईरान,Iran
10,गणेश,Ganesha
11,गुलबर्ग,Gulbarga
12,गोलकुंडा,Golkonda
13,जार्जिया,Georgia (country)
14,फारस,History of Iran
15,बीदर,Bidar
16,भारत,India
17,मुंबई,Mumbai
18,रूस,Russia
19,रूसी,Russian language
20,वास्को डि गामा,Vasco da Gama
21,विजयनगर साम्राज्य,Vijayanagara Empire
22,हनुमान,Hanuman
23,हिंद महासागर,Indian Ocean
24,होर्मुज,Strait of Hormuz
25,अरब सागर,Arabian Sea
26,केरल,Kerala
27,भारत,India
