,hindi,english
0,उज्जैन,Ujjain
1,भारत,India
2,भारतीय जनता पार्टी,Bharatiya Janata Party
3,मध्य प्रदेश,Madhya Pradesh
4,विक्रम विश्वविद्यालय,Vikram University
5,अखिल भारतीय विद्यार्थी परिषद,Akhil Bharatiya Vidyarthi Parishad
6,इंदौर,Indore
7,भारतीय जनता पार्टी,Bharatiya Janata Party
8,महू,Dr. Ambedkar Nagar
9,विधायक,Member of the Legislative Assembly
10,शिवराज सिंह चौहान,Shivraj Singh Chouhan
11,सचिव,Secretary
12,हरियाणा,Haryana
13,कल्याण सिंह,Kalyan Singh
14,झालरापाटन,Jhalrapatan
15,झालावाड़,Jhalawar
16,दुष्यंत सिंह,Dushyant Singh
17,धौलपुर,Dholpur
18,भारत,India
19,भैरोंसिंह शेखावत,Bhairon Singh Shekhawat
20,मुम्बई,Mumbai
21,राजस्थान,Rajasthan
22,विजय नाहर,Vijay Nahar
23,जनता दल (यूनाइटेड),Janata Dal (United)
24,बिहार,Bihar
25,भारत,India
26,मधेपुरा लोक सभा निर्वाचन क्षेत्र,Madhepura (Lok Sabha constituency)
27,राष्ट्रीय जनतांत्रिक गठबंधन,National Democratic Alliance
28,लोक सभा,Lok Sabha
