,hindi,english
0,अभिनेता,Actor
1,इंटरनेट मूवी डेटाबेस,IMDb
2,भारत,India
3,हिन्दी,Hindi
4,अभिनेता,Actor
5,इंटरनेट मूवी डेटाबेस,IMDb
6,कृति खरबंदा,Kriti Kharbanda
7,ग्वालियर,Gwalior
8,तनुजा चंद्रा,Tanuja Chandra
9,द गार्डियन,The Guardian
10,दिव्येंदु,Divyenndu
11,नुसरत भरुचा,Nushrat Bharucha
12,परेश रावल,Paresh Rawal
13,पाकिस्तान,Pakistan
14,प्यार का पंचनामा,Pyaar Ka Punchnama
15,फर्स्टपोस्ट,Firstpost
16,भारत,India
17,मध्य प्रदेश,Madhya Pradesh
18,रीडिफ.कॉम,Rediff.com
19,लव रंजन,Luv Ranjan
20,सुभाष घई,Subhash Ghai
21,सोनू के टीटू की स्वीटी,Sonu Ke Titu Ki Sweety
22,ज़ी टीवी,Zee TV
23,दूरदर्शन,Television
24,भारत,India
25,भूमिका गुरुंग,Bhumika Gurung
26,भोपाल,Bhopal
27,मध्य प्रदेश,Madhya Pradesh
28,शिल्पा शिंदे,Shilpa Shinde
29,सौम्या टंडन,Saumya Tandon
30,स्वर्ण पदक,Gold medal
31,इंटरनेट मूवी डेटाबेस,IMDb
32,दूरदर्शन,Television
33,मिसिस कौशिक की पाँच बहुएँ,Mrs. Kaushik Ki Paanch Bahuein
34,मैंने प्यार किया,Maine Pyar Kiya
35,हम दिल दे चुके सनम,Hum Dil De Chuke Sanam
36,हम साथ साथ हैं,Hum Saath-Saath Hain
37,हर दिल जो प्यार करेगा,Har Dil Jo Pyar Karega
