,hindi,english
0,एथेंस,Athens
1,खिलाड़ी,Player (game)
2,खेल,Sport
3,गगन नारंग,Gagan Narang
4,देहरादून,Dehradun
5,निशानेबाजी,Shooting sports
6,पद्म भूषण,Padma Bhushan
7,बीजिंग,Beijing
8,भारत,India
9,भारत सरकार,Government of India
10,म्यूनिख,Munich
11,राष्ट्रमण्डल खेल,Commonwealth Games
12,सिडनी,Sydney
13,१९८३,1983
14,१९९८,1998
15,२००६,2006
16,२००९,2009
17,२८ सितंबर,September 28
18,अर्जुन पुरस्कार,Arjuna Award
19,उत्तर प्रदेश,Uttar Pradesh
20,उत्तरकाशी,Uttarkashi
21,काराकोरम,Karakoram
22,कोलकाता,Kolkata
23,गंगा नदी,Ganges
24,गंगोत्री,Gangotri
25,गिनीज़ वर्ल्ड रिकॉर्ड्स,Guinness World Records
26,नेपाल,Nepal
27,पर्वतारोहण,Mountaineering
28,भारत,India
29,भारत सरकार,Government of India
30,भूटान,Bhutan
31,मध्य प्रदेश,Madhya Pradesh
32,लेह,Leh
33,हरिद्वार,Haridwar
34,हिमालय,Himalayas
35,अल्मोड़ा,Almora
36,एक दिवसीय अंतरराष्ट्रीय,One Day International
37,ट्वेन्टी ट्वेन्टी,Twenty20
38,भारत,India
39,भारतीय महिला क्रिकेट टीम,India women's national cricket team
40,आगरा,Agra
41,उत्तर प्रदेश,Uttar Pradesh
42,एक दिवसीय अंतरराष्ट्रीय,One Day International
43,भारत,India
