,hindi,english
0,एक दिवसीय अंतर्राष्ट्रीय,One Day International
1,क्रिकेट,Cricket
2,ज़िम्बाब्वे क्रिकेट टीम,Zimbabwe national cricket team
3,टेस्ट क्रिकेट,Test cricket
4,दक्षिण अफ़्रीका क्रिकेट टीम,South Africa national cricket team
5,दिल्ली डेयरडेविल्स,Delhi Capitals
6,मैच,Match
7,रणजी ट्रॉफी,Ranji Trophy
8,हरियाणा,Haryana
9,बरिंदेर स्रां,Barinder Sran
10,एक दिवसीय अंतरराष्ट्रीय,One Day International
11,जमशेदपुर,Jamshedpur
12,जयपुर,Jaipur
13,टेस्ट क्रिकेट,Test cricket
14,द्रोणाचार्य पुरस्कार,Dronacharya Award
15,बर्मिंघम,Birmingham
16,भारतीय क्रिकेट टीम,India national cricket team
17,लाहौर,Lahore
18,हरियाणा,Haryana
19,आईसीसी विश्व ट्वेन्टी २०,ICC Men's T20 World Cup
20,एक दिवसीय अंतर्राष्ट्रीय,One Day International
21,दिलीप ट्रॉफी,Duleep Trophy
22,नॉर्थ ज़ोन क्रिकेट टीम,North Zone cricket team
23,पुलिस,Police
24,प्रथम श्रेणी क्रिकेट,First-class cricket
25,भारत,India
26,भारतीय क्रिकेट टीम,India national cricket team
27,मध्य प्रदेश,Madhya Pradesh
28,महेंद्र सिंह धोनी,MS Dhoni
29,माइकल हसी,Michael Hussey
30,मिस्बाह-उल-हक़,Misbah-ul-Haq
31,मुम्बई,Mumbai
32,युवराज सिंह,Yuvraj Singh
33,रणजी ट्रॉफी,Ranji Trophy
34,राहुल द्रविड़,Rahul Dravid
35,रोहतक,Rohtak
36,वेस्ट ज़ोन क्रिकेट टीम,West Zone cricket team
37,शान्ताकुमारन श्रीसंत,S. Sreesanth
38,हरियाणा,Haryana
39,२००७ आईसीसी विश्व ट्वेन्टी २०,2007 ICC World Twenty20
