,hindi,english
0,इंटरनेट मूवी डेटाबेस,IMDb
1,ऑस्ट्रेलिया,Australia
2,जन्नत 2,Jannat 2
3,भारत,India
4,मीरा नायर,Mira Nair
5,मेलबॉर्न,Melbourne
6,रंगमंच,Theatre
7,कांग्रेस,Congress
8,पंजाबी,Punjabi
9,पद्म श्री,Padma Shri
10,पाकिस्तान,Pakistan
11,प्रिया दत्त,Priya Dutt
12,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
13,भारत,India
14,भारतीय,Indian
15,मदर इण्डिया,Mother India
16,मनमोहन सिंह,Manmohan Singh
17,मुम्बई,Mumbai
18,मृत्यु,Death
19,राजनीति,Politics
20,संजय दत्त,Sanjay Dutt
21,सांसद,Member of parliament
22,भारत,India
23,हरियाणा,Haryana
24,इंटरनेट मूवी डेटाबेस,IMDb
25,कॉमेडी नाइट्स विद् कपिल,Comedy Nights with Kapil
26,गजनी (2008 फ़िल्म),Ghajini (2008 film)
27,गब्बर इज़ बैक,Gabbar Is Back
28,भारत (फ़िल्म),Bharat (film)
29,हीरोपंती,Heropanti
