,hindi,english
0,इलाहबाद,Allahabad
1,उद्यमी,Entrepreneur
2,कानपुर,Kanpur
3,किशोर कुमार,Kishore Kumar
4,गायक,Singer
5,दूरदर्शन,Television
6,बॉलीवुड,Bollywood
7,भारत,India
8,भारतीय जनता पार्टी,Bharatiya Janata Party
9,मन्ना डे,Manna Dey
10,मोहम्मद रफी,Mohammed Rafi
11,राजनेता,Politician
12,लता मंगेशकर,Lata Mangeshkar
13,लोकसभा,Lok Sabha
14,श्याम ग्रुप,Shyam Group
15,श्यामा चरण गुप्ता,Shyama Charan Gupta
16,समाजवादी पार्टी,Samajwadi Party
17,उत्तर प्रदेश,Uttar Pradesh
18,बदायूँ,Budaun
19,अमेठी,Amethi
20,इंटरनेट मूवी डेटाबेस,IMDb
21,उत्तर प्रदेश,Uttar Pradesh
22,केसरी,Kesari
23,गीतकार,Lyricist
24,भारत,India
25,उदित नारायण,Udit Narayan
26,क़यामत से क़यामत तक,Qayamat Se Qayamat Tak
