,hindi,english
0,नार्वे,Norway
1,नेपोलियन,Napoleon
2,भगत सिंह,Bhagat Singh
3,राजीव गांधी,Rajiv Gandhi
4,लंदन,London
5,लिट्टे,Liberation Tigers of Tamil Eelam
6,सुभाष चंद्र बोस,Subhas Chandra Bose
7,१८ मई,May 18
8,१९५४,1954
9,२००९,2009
10,२६ नवंबर,November 26
11,करीम लाला,Karim Lala
12,भारत,India
13,हाजी मस्तान,Haji Mastan
14,भारत,India
15,केरल,Kerala
16,चेन्नई,Chennai
17,भारत,India
18,भारत के मुख्य न्यायाधीश,List of chief justices of India
19,मद्रास उच्च न्यायालय,Madras High Court
20,राजेन्द्र मल लोढ़ा,Rajendra Mal Lodha
21,हरियाणा,Haryana
