,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,उर्दू,Urdu
2,कानपुर,Kanpur
3,कानपुर देहात जिला,Kanpur Dehat district
4,कानपुर मंडल,Kanpur division
5,घाटमपुर,Ghatampur
6,ज़िला,District
7,बिठूर,Bithoor
8,बिल्हौर,Bilhaur
9,भारत,India
10,अकबरपुर इण्टर कॉलेज,Akbarpur Inter College
11,आगरा,Agra
12,उत्तर प्रदेश,Uttar Pradesh
13,कानपुर,Kanpur
14,गलुआपुर इण्टर कॉलेज,Galuapur Inter College
15,जलवायु,Climate
16,परहुल देवी मंदिर,Parhul Devi Temple
17,भारत,India
18,भारत के राष्ट्रपति,President of India
19,राज्य,State (polity)
20,राम नाथ कोविन्द,Ram Nath Kovind
21,रूरा,Rura
22,वाणेश्वर महादेव मंदिर,Waneshwar Mahadev Temple
23,वेद,Vedas
24,शिवली,Shivli
25,श्री राम जानकी संस्कृत महाविद्यालय,Shri Ram Janki Sanskrit Mahavidyalaya
26,सरसों,Mustard plant
27,सिकंदरा,Sikandara
28,उत्तर प्रदेश,Uttar Pradesh
29,उत्तर प्रदेश के जिले,List of districts of Uttar Pradesh
30,क्षेत्रफल,Area
31,खीरी,Kheri
32,दुधवा राष्ट्रीय उद्यान,Dudhwa National Park
33,नेपाल,Nepal
34,भारत,India
35,राजधानी,Capital city
36,लखनऊ,Lucknow
37,"लखीमपुर, उत्तर प्रदेश","Lakhimpur, Uttar Pradesh"
38,लखीमपुर जिला,Lakhimpur district
39,अनुवाद,Translation
40,आगरा,Agra
41,उत्तर प्रदेश,Uttar Pradesh
42,गौतम बुद्ध,Gautama Buddha
43,ग्रेटर नोएडा,Greater Noida
44,दिल्ली,Delhi
45,द्रोणाचार्य,Drona
46,नोएडा,Noida
47,पत्थर,Stone
48,बुलन्दशहर,Bulandshahr
49,भगत सिंह,Bhagat Singh
50,भारत,India
51,मुलायम सिंह यादव,Mulayam Singh Yadav
52,राज्य,State (polity)
53,राम प्रसाद 'बिस्मिल',Ram Prasad Bismil
54,रावण,Ravana
55,सरकार,Government
