,hindi,english
0,अभिनेता,Actor
1,किशोर कुमार,Kishore Kumar
2,गायक,Singer
3,भारतीय,Indian
4,तबला,Tabla
5,संगीत,Music
6,संगीतकार,Musician
7,हिन्दी,Hindi
8,अभिनेता,Actor
9,आसनसोल,Asansol
10,कलकत्ता विश्वविद्यालय,University of Calcutta
11,गायक,Singer
12,पश्चिम बंगाल,West Bengal
13,पार्श्वगायक,Playback singer
14,भारत,India
15,भारतीय जनता पार्टी,Bharatiya Janata Party
16,राजनेता,Politician
17,1942: अ लव स्टोरी,1942: A Love Story
18,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
19,आशा भोसले,Asha Bhosle
20,इंटरनेट मूवी डेटाबेस,IMDb
21,कटी पतंग,Kati Patang
22,किशोर कुमार,Kishore Kumar
23,कोलकाता,Kolkata
24,तेरी कसम,Teri Kasam
25,दीवार,Wall
26,परिन्दा,Parinda
27,प्यार का मौसम,Pyar Ka Mausam
28,भूत बंगला,Bhoot Bungla
29,यादों की बारात,Yaadon Ki Baaraat
30,लता मंगेशकर,Lata Mangeshkar
31,सचिन देव बर्मन,S. D. Burman
32,सीता और गीता,Seeta Aur Geeta
33,हम किसी से कम नहीं,Hum Kisise Kum Naheen
34,हिन्दी,Hindi
