,hindi,english
0,पंजाब (भारत),"Punjab, India"
1,भारत,India
2,अवतार,Avatar
3,आशा भोसले,Asha Bhosle
4,उषा मंगेशकर,Usha Mangeshkar
5,गोवा,Goa
6,जीतेंद्र अभिषेकी,Jitendra Abhisheki
7,धुले,Dhule
8,महाराष्ट्र,Maharashtra
9,लता मंगेशकर,Lata Mangeshkar
10,शिव,Shiva
11,हृदयनाथ मंगेशकर,Hridaynath Mangeshkar
12,अधिवक्ता,Advocate
13,इंटरनेट मूवी डेटाबेस,IMDb
14,गोवा,Goa
15,ग्रैमी पुरस्कार,Grammy Award
16,जर्मनी,Germany
17,जानम समझा करो,Jaanam Samjha Karo
18,नसीरुद्दीन शाह,Naseeruddin Shah
19,भारत,India
20,लता मंगेशकर,Lata Mangeshkar
21,शास्त्रीय संगीत,Indian classical music
22,स्वतंत्रता दिवस,List of national independence days
23,गायन,Singing
24,गोवा,Goa
25,दीनानाथ मंगेशकर,Deenanath Mangeshkar
26,देवकी पंडित,Devaki Pandit
27,पद्म श्री,Padma Shri
28,भारत,India
29,भारत सरकार,Government of India
30,रवि शंकर,Ravi Shankar
31,लता मंगेशकर पुरस्कार,Lata Mangeshkar Award
32,शुभा मुद्गल,Shubha Mudgal
33,संयुक्त राज्य अमेरिका,United States
34,संस्कृत साहित्य,Sanskrit literature
35,हिन्दुस्तानी शास्त्रीय संगीत,Hindustani classical music
