,hindi,english
0,चटनी संगीत,Chutney music
1,अभिनेता,Actor
2,आरा,Arrah
3,इंटरनेट मूवी डेटाबेस,IMDb
4,गदर,Gadar
5,गायक,Singer
6,त्रिदेव,Tridev
7,प्रतिज्ञा,Promise
8,बिहार,Bihar
9,योद्धा,Fighter
10,संगीतकार,Musician
11,सरकार राज,Sarkar Raj
12,1908,1908
13,24 सितंबर,September 24
14,अंग्रेजी,English language
15,आशुतोष राणा,Ashutosh Rana
16,इतिहास,History
17,उर्दू,Urdu
18,उर्वशी,Urvashi
19,कवि,Poet
20,कविता,Poetry
21,कुरुक्षेत्र,Kurukshetra
22,ज्ञानपीठ पुरस्कार,Jnanpith Award
23,द्वापर,Dvapara Yuga
24,निबन्ध,Essay
25,पटना विश्वविद्यालय,Patna University
26,पद्म विभूषण,Padma Vibhushan
27,बांग्ला,Bengali language
28,बिहार,Bihar
29,बिहार विश्वविद्यालय,Babasaheb Bhimrao Ambedkar Bihar University
30,भारत,India
31,भारतीय ज्ञानपीठ,Bharatiya Jnanpith
32,भूषण,Kavi Bhushan
33,महाभारत,Mahabharata
34,मुज़फ़्फ़रपुर,Muzaffarpur
35,राजनीति विज्ञान,Political science
36,राज्यसभा,Rajya Sabha
37,रामधारी सिंह दिनकर,Ramdhari Singh Dinkar
38,राष्ट्रभाषा,National language
39,लेखक,Writer
40,संस्कृत,Sanskrit
41,साहित्य अकादमी,Sahitya Akademi
42,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
43,हिंदी,Hindi
44,हिन्दी,Hindi
45,१९३४,1934
46,१९४७,1947
47,१९५०,1950
48,१९५२,1952
