,hindi,english
0,केरल,Kerala
1,भारत,India
2,१९०९,1909
3,२० दिसम्बर,December 20
4,असहयोग आन्दोलन,Non-cooperation movement
5,कृष्ण,Krishna
6,केरल,Kerala
7,ख़िलाफ़त आन्दोलन,Khilafat Movement
8,गुरुवायुर,Guruvayur
9,भारत,India
10,भारत छोड़ो आन्दोलन,Quit India Movement
11,मालाबार,Malabar region
12,वायकोम सत्याग्रह,Vaikom Satyagraha
13,आत्मकथा,Autobiography
14,मलयालम भाषा,Malayalam
15,अक्षय तृतीया,Akshaya Tritiya
16,अद्वैत वेदान्त,Advaita Vedanta
17,अवतार,Avatar
18,आत्मा,Soul
19,ईश्वर,God
20,उपनिषद्,Upanishads
21,ओडिशा,Odisha
22,कर्म,Karma
23,कामशास्त्र,Kamashastra
24,कालपी,Kalpi
25,कुमारिल भट्ट,Kumārila Bhaṭṭa
26,केरल,Kerala
27,गुजरात,Gujarat
28,गुरु,Guru
29,ज्योतिष,Jyotiḥśāstra
30,दत्तात्रेय,Dattatreya
31,दरभंगा,Darbhanga
32,दर्शन,Philosophy
33,दीक्षा,Diksha
34,देवता,Deva (Hinduism)
35,धर्म,Dharma
36,नर्मदा नदी,Narmada River
37,न्याय,Justice
38,परमात्मा,Paramatman
39,पुराण,Puranas
40,पूजा,Puja (Hinduism)
41,बौद्ध धर्म,Buddhism
42,ब्रह्मसूत्र,Brahma Sutras
43,ब्रह्मा,Brahma
44,ब्राह्मण,Brahmin
45,भारत,India
46,भारतीय,Indian
47,भाष्य,Bhashya
48,मठ,Matha
49,मण्डन मिश्र,Maṇḍana Miśra
50,महाभारत,Mahabharata
51,महिषी,Mahishi
52,माया,Maya (religion)
53,मालाबार,Malabar region
54,मीमांसा,Mīmāṃsā
55,मूर्ति,Murti
56,मोक्ष,Moksha
57,यज्ञ,Yajna
58,युग,Yuga
59,योग,Yoga
60,रामायण,Ramayana
61,वाराणसी,Varanasi
62,विष्णु,Vishnu
63,वेद,Vedas
64,वेदान्त,Vedanta
65,वैशाख,Vaisakha
66,वैष्णव,Vaishnavism
67,शंकराचार्य,Shankaracharya
68,शक्ति,Power
69,शास्त्रार्थ,Shastrartha
70,शिव,Shiva
71,शृंगेरी,Sringeri
72,शैव,Shaivism
73,श्रुति,Śruti
74,संन्यास,Sannyasa
75,संसार,Universe
76,सूत्र,Sutra
77,स्तोत्र,Stotra
78,स्मृति,Smriti
79,हिन्दू धर्म,Hinduism
