,hindi,english
0,दरभंगा,Darbhanga
1,भारत,India
2,अररिया,Araria
3,कटिहार,Katihar
4,कवि,Poet
5,ठुमरी,Thumri
6,तबे एकला चलो रे,Ekla Chalo Re
7,तीसरी कसम,Teesri Kasam
8,नेपाल,Nepal
9,परती परिकथा,Parti Parikatha
10,पूर्णिया,Purnia
11,प्रेमचंद,Premchand
12,फणीश्वर नाथ रेणु,Phanishwar Nath 'Renu'
13,फारबिसगंज,Forbesganj
14,बिहार,Bihar
15,भारत,India
16,मैला आँचल,Maila Anchal
17,विराटनगर,Biratnagar
18,शैलेन्द्र,Shailendra (lyricist)
19,हिन्दी,Hindi
20,उत्तर प्रदेश राजर्षि टंडन मुक्त विश्वविद्यालय,Uttar Pradesh Rajarshi Tandon Open University
21,काव्य,Poetry
22,चिट्ठा,Blog
23,नई दिल्ली,New Delhi
24,नेपाल,Nepal
25,बाबा साहेब भीमराव अंबेडकर बिहार विश्वविद्यालय,Babasaheb Bhimrao Ambedkar Bihar University
26,बिहार,Bihar
27,भूगोल,Geography
28,मुजफ्फरपुर,Muzaffarpur
29,लखनऊ,Lucknow
30,सीतामढ़ी,Sitamarhi
31,स्नातकोत्तर डिग्री,Master's degree
32,हिन्दी,Hindi
33,हिन्दी चिट्ठाजगत,Hindi blogosphere
