,hindi,english
0,पद्म भूषण,Padma Bhushan
1,पश्चिम बंगाल,West Bengal
2,भारत,India
3,भारत सरकार,Government of India
4,अन्नपूर्णा,Annapurna (goddess)
5,कला,Art
6,पद्म भूषण,Padma Bhushan
7,भारत,India
8,भारत सरकार,Government of India
9,मध्य प्रदेश,Madhya Pradesh
10,मुम्बई,Mumbai
11,मैहर,Maihar
12,रवि शंकर,Ravi Shankar
13,विवाह,Marriage
14,हरिप्रसाद चौरसिया,Hariprasad Chaurasia
15,हिन्दू धर्म,Hinduism
16,१९७७,1977
17,बाँसुरी,Flute
18,बांग्लादेश,Bangladesh
19,भारत,India
20,तबला,Tabla
21,पद्म विभूषण,Padma Vibhushan
22,बांग्लादेश,Bangladesh
23,भारत,India
24,रवि शंकर,Ravi Shankar
25,संयुक्त राज्य अमेरिका,United States
