,hindi,english
0,भारत,India
1,उत्तर प्रदेश,Uttar Pradesh
2,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
3,महात्मा गांधी,Mahatma Gandhi
4,मुख्य मंत्री,Chief minister
5,१ दिसम्बर,December 1
6,१९०८,1908
7,१९६३,1963
8,१९६७,1967
9,१९७४,1974
10,२५ जून,June 25
11,उत्तर प्रदेश,Uttar Pradesh
12,उत्तर प्रदेश के मुख्यमंत्रीयों की सूची,List of chief ministers of Uttar Pradesh
13,चन्द्र भानु गुप्त लखनऊ विश्वविद्यालय,University of Lucknow
14,चौधरी चरण सिंह,Charan Singh
15,भारत,India
16,स्वतन्त्रता संग्राम,Indian independence movement
17,उत्तर प्रदेश,Uttar Pradesh
18,पश्चिम बंगाल,West Bengal
19,भारत,India
20,राज्यपाल,Governor
