,hindi,english
0,आक्सफोर्ड,Oxford
1,आविष्कार,Invention
2,आशुतोष मुखर्जी,Ashutosh Mukherjee
3,इंडियन अशोसिएशन फार कल्टीवेशन आफ़ साईंस,Indian Association for the Cultivation of Science
4,इण्डियन एसोसियेशन फॉर द कल्टिवेशन ऑफ साईन्स,Indian Association for the Cultivation of Science
5,एक्स किरणें,X-ray
6,एनी बेसेंट,Annie Besant
7,कलकत्ता विश्वविद्यालय,University of Calcutta
8,कुलपति,Kulapati
9,गणित,Mathematics
10,चेन्नै,Chennai
11,जर्मनी,Germany
12,जलयान,Ship
13,ट्राम,Tram
14,तमिलनाडु,Tamil Nadu
15,तरंग,Wave
16,तिरुचिरापल्ली,Tiruchirappalli
17,ध्वनि,Sound
18,नागपुर,Nagpur
19,नोबेल पुरस्कार,Nobel Prize
20,नोबेल पुरस्कार विजेताओं की सूची,List of Nobel laureates
21,प्रकाश,Light
22,प्रकीर्णन,Scattering
23,प्राध्यापक,Acharya
24,बंगलुरु,Bangalore
25,बैंगलोर,Bangalore
26,भारत,India
27,भारत रत्न,Bharat Ratna
28,भारत सरकार,Government of India
29,भूमध्य सागर,Mediterranean Sea
30,भौतिकी,Physics
31,मद्रास विश्वविद्यालय,University of Madras
32,महाभारत,Mahabharata
33,रंगून,Yangon
34,रंजन,Roentgen (unit)
35,रामन अनुसन्धान संस्थान,Raman Research Institute
36,रामन प्रभाव,Raman scattering
37,रामन् प्रभाव,Raman scattering
38,रामायण,Ramayana
39,राष्ट्रीय विज्ञान दिवस,National Science Day
40,लंदन,London
41,लेनिन शान्ति पुरस्कार,Lenin Peace Prize
42,विवर्तन,Diffraction
43,विशाखापत्तनम,Visakhapatnam
44,विश्वविद्यालय,University
45,वैज्ञानिक,Scientist
46,१८८८,1888
47,१९०७,1907
48,१९२८,1928
49,१९४८,1948
50,१९५४,1954
51,१९५७,1957
52,१९७०,1970
53,२१ नवंबर,November 21
54,२८ फरवरी,February 28
55,७ नवंबर,November 7
56,अंतरिक्ष,Outer space
57,चन्द्रयान,Chandrayaan-1
58,पद्म भूषण,Padma Bhushan
59,भारत,India
60,भारत सरकार,Government of India
61,भारतीय,Indian
62,भारतीय अंतरिक्ष अनुसंधान संगठन,Indian Space Research Organisation
63,भूस्थिर उपग्रह प्रक्षेपण यान,Geosynchronous Satellite Launch Vehicle
64,राज्यसभा,Rajya Sabha
65,विज्ञान,Science
66,वैज्ञानिक,Scientist
67,भारत,India
68,महाराष्ट्र,Maharashtra
69,भारत,India
