,hindi,english
0,1493,1493
1,1545,1545
2,1582,1582
3,1602,1602
4,1610,1610
5,1968,1968
6,उत्तरप्रदेश,Uttar Pradesh
7,कृष्ण,Krishna
8,जार्ज ग्रियर्सन,George Abraham Grierson
9,नागरी प्रचारिणी सभा,Nagari Pracharini Sabha
10,ब्रजभाषा,Braj Bhasha
11,रामकुमार वर्मा,Ramkumar Verma
12,रामचन्द्र शुक्ल,Ramchandra Shukla
13,वाराणसी,Varanasi
14,सीतापुर,Sitapur
15,सुदामा,Sudama
16,हजारी प्रसाद द्विवेदी,Hazari Prasad Dwivedi
17,हिंदी साहित्य,Hindi literature
18,हिन्दी,Hindi
19,१४९३,1493
20,१५४२,1542
21,१५५०,1550
22,१६०५,1605
23,अवतार,Avatar
24,असम,Assam
25,उपपुराण,Upapurana
26,उपेन्द्र भंज,Upendra Bhanja
27,कल्प,Kalpa (aeon)
28,कृष्ण,Krishna
29,गुजरात,Gujarat
30,गुरु,Guru
31,गोविंददास,Govindadasa
32,चंडीदास,Chandidas
33,जीव गोस्वामी,Jiva Goswami
34,तमिल,Tamils
35,दर्शन,Philosophy
36,धर्म,Dharma
37,धर्मशास्त्र,Dharmaśāstra
38,नरसी मेहता,Narsinh Mehta
39,नामदेव,Namdev
40,परीक्षित,Parikshit
41,पुराण,Puranas
42,बंगाल,Bengal
43,भक्ति,Bhakti
44,भक्ति योग,Bhakti yoga
45,भागवत पुराण,Bhagavata Purana
46,भारत,India
47,मराठी भाषा,Marathi language
48,महाभारत,Mahabharata
49,महाराष्ट्र,Maharashtra
50,माधवदेव,Madhavdev
51,मिथिला,Mithila (proposed Indian state)
52,युग,Yuga
53,योग,Yoga
54,राजस्थान,Rajasthan
55,राम,Rama
56,रामायण,Ramayana
57,लव,Lava (Ramayana)
58,लीला,Lila (Hinduism)
59,वल्लभाचार्य,Vallabha
60,विद्यापति,Vidyapati
61,विशिष्टाद्वैत,Vishishtadvaita
62,विष्णु,Vishnu
63,वेद,Vedas
64,वेद व्यास,Vyasa
65,वेदांग,Vedanga
66,वेदान्त,Vedanta
67,वैष्णव,Vaishnavism
68,शंकरदेव,Sankardev
69,शंकराचार्य,Shankaracharya
70,शुकदेव,Shuka
71,शुद्धाद्वैत,Shuddhadvaita
72,सनातन गोस्वामी,Sanatana Goswami
73,सन्त एकनाथ,Eknath
74,सूरदास,Surdas
75,अटल बिहारी वाजपेयी,Atal Bihari Vajpayee
76,अष्टांग योग,Ashtanga vinyasa yoga
77,उत्तर प्रदेश,Uttar Pradesh
78,कमलापति त्रिपाठी,Kamalapati Tripathi
79,कांग्रेस,Congress
80,देवरिया,"Deoria, Uttar Pradesh"
81,भारत,India
82,मुलायम सिंह यादव,Mulayam Singh Yadav
83,योगी,Yogi
84,राजीव गांधी,Rajiv Gandhi
85,राजेन्द्र प्रसाद,Rajendra Prasad
86,लालू प्रसाद यादव,Lalu Prasad Yadav
87,वृन्दावन,Vrindavan
88,हिन्दू,Hindus
89,हिमालय,Himalayas
90,१९८०,1980
91,अमेठी,Amethi
92,अलाउद्दीन खिलजी,Alauddin Khalji
93,अवधी,Awadhi language
94,आचार्य रामचंद्र शुक्ल,Ramchandra Shukla
95,आदिकाल,Ancient History
96,इरान,Iran
97,उत्तर प्रदेश,Uttar Pradesh
98,खिलजी वंश,Khalji dynasty
99,गोस्वामी तुलसीदास,Tulsidas
100,चौपाई,Chaupai (poetry)
101,जैन,Jainism
102,तुलसीदास,Tulsidas
103,दिल्ली सल्तनत,Delhi Sultanate
104,पद्मावत,Padmavat
105,पद्मिनी,Rani Padmini
106,फिरोज शाह तुगलक,Firuz Shah Tughlaq
107,मिस्र,Egypt
108,रत्नसेन,Ratnasimha
109,सूफ़ी,Sufism
110,१५५८,1558
