,hindi,english
0,अरबी,Arab (disambiguation)
1,अवधी,Awadhi language
2,आगरा,Agra
3,उत्तर प्रदेश,Uttar Pradesh
4,जन्माष्टमी,Krishna Janmashtami
5,पंजाबी,Punjabi
6,फरीदाबाद,Faridabad
7,बाबा फकीर चंद,Baba Faqir Chand
8,भारत,India
9,मानवता मंदिर,Manavta Mandir
10,राजस्थानी,Rajasthani
11,शिव ब्रत लाल,Maharishi Shiv Brat Lal
12,संस्कृत भाषा,Sanskrit
13,सुरत शब्द योग,Surat Shabd Yoga
14,अहमदाबाद,Ahmedabad
15,आगरा,Agra
16,आध्यात्म,Spirituality
17,उत्तर प्रदेश,Uttar Pradesh
18,गोविन्द वल्लभ पंत,Govind Ballabh Pant
19,धर्म,Dharma
20,पत्रकारिता,Journalism
21,पाण्डिचेरी,Pondicherry
22,बापू,Bapu
23,बाबू गुलाब राय,Babu Gulabrai
24,भगत सिंह,Bhagat Singh
25,भारत,India
26,मदनमोहन मालवीय,Madan Mohan Malaviya
27,वसंत पंचमी,Vasant Panchami
28,शांति निकेतन,Shantiniketan
29,संयुक्त प्रान्त,United Provinces (1937–50)
30,समाधि,Samadhi
31,साबरमती आश्रम,Sabarmati Ashram
32,हिमालय,Himalayas
33,अखिल भारतीय राम राज्य परिषद,Akhil Bharatiya Ram Rajya Parishad
34,राजनेता,Politician
35,वाराणसी,Varanasi
36,शंकराचार्य,Shankaracharya
37,हिन्दू,Hindus
38,बिजनौर,Bijnor
39,रोहिलखंड,Rohilkhand
