,hindi,english
0,कश्मीर,Kashmir
1,गोल्ड डिस्क,Music recording certification
2,चांदनी (हिन्दी फिल्म),Chandni
3,जम्मू,Jammu Division
4,झनक झनक पायल बाजे,Jhanak Jhanak Payal Baaje
5,डर (हिन्दी फिल्म),Darr
6,तबला,Tabla
7,पंडित हरिप्रसाद चौरसिया,Hariprasad Chaurasia
8,पद्म विभूषण,Padma Vibhushan
9,पद्मश्री,Padma Shri
10,प्लेटिनम डिस्क,Music recording certification
11,फासले (हिन्दी फिल्म),Faslah
12,बंबई,Mumbai
13,बांसुरी,Flute
14,बाल्टीमोर,Baltimore
15,भारत,India
16,भारतीय,Indian
17,भारतीय शास्त्रीय संगीत,Indian classical music
18,भोपाल,Bhopal
19,राजश्री प्रोडक्शन्स,Rajshri Productions
20,रीडिफ,Rediff.com
21,रीडिफ.कॉम,Rediff.com
22,लमहे (हिन्दी फिल्म),Lamhe
23,वी शांताराम,V. Shantaram
24,शास्त्रीय संगीत,Indian classical music
25,शिव-हरि,Shiv-Hari
26,संगीत नाटक अकादमी पुरस्कार,Sangeet Natak Akademi
27,संतूर,Santoor
28,संयुक्त राज्य,United States
29,सिलसिला (हिन्दी फिल्म),Silsila (1981 film)
30,हरि प्रसाद चौरसिया,Hariprasad Chaurasia
31,हिन्दी फिल्म,Bollywood
32,१३ जनवरी,January 13
33,१९३८,1938
34,१९५५,1955
35,१९६०,1960
36,१९६५,1965
37,१९६७,1967
38,१९८०,1980
39,१९८५,1985
40,१९८९,1989
41,१९९१,1991
42,१९९३,1993
43,१९९६,1996
44,१९९९,1999
45,२००१,2001
46,डोगरी भाषा,Dogri language
47,पद्म श्री,Padma Shri
48,पद्मश्री पुरस्कार (२०१०–२०१९),List of Padma Shri award recipients (2010–2019)
49,इंटरनेट मूवी डेटाबेस,IMDb
50,जम्मू और कश्मीर,Jammu and Kashmir (state)
51,ट्विटर,Twitter
52,फेसबुक,Facebook
53,भारत,India
54,शफ़क़ नाज़,Shafaq Naaz
55,"श्रीनगर, जम्मू और कश्मीर",Srinagar
56,सीक्रेट सुपरस्टार,Secret Superstar
57,हर्षाली मल्होत्रा,Harshaali Malhotra
58,हिबा नवाब,Hiba Nawab
59,जम्मू और कश्मीर,Jammu and Kashmir (state)
60,जम्मू कश्मीर लाइट इन्फेंट्री,Jammu and Kashmir Light Infantry
61,परमवीर चक्र,Param Vir Chakra
62,पाकिस्तानी सेना,Pakistan Army
63,बाना सिंह,Bana Singh
64,भारत,India
65,भारत सरकार,Government of India
66,भूतपूर्व सैनिक,Ex-service
67,सूबेदार,Subedar
68,१९८७,1987
