,hindi,english
0,अजीत आगरकर,Ajit Agarkar
1,क्रिकेट,Cricket
2,बल्लेबाज़ी,Batting (cricket)
3,भारत,India
4,महाराष्ट्र,Maharashtra
5,मोहम्मद शमी,Mohammed Shami
6,राशिद खान (अफ़ग़ान क्रिकेटर),Rashid Khan (cricketer)
7,शोएब अख़्तर,Shoaib Akhtar
8,१९७८,1978
9,अजीत अगरकर,Ajit Agarkar
10,अबू धाबी,Abu Dhabi
11,अर्जुन पुरस्कार,Arjuna Award
12,आयरलैण्ड,Ireland
13,आयरलैण्ड क्रिकेट टीम,Ireland cricket team
14,इंग्लैंड क्रिकेट टीम,England cricket team
15,इंडियन प्रीमियर लीग,Indian Premier League
16,ईएसपीएन,ESPN
17,उदयपुर,Udaipur
18,एक दिवसीय अंतरराष्ट्रीय,One Day International
19,ऑस्ट्रेलिया,Australia
20,ऑस्ट्रेलिया क्रिकेट टीम,Australia national cricket team
21,कानपुर,Kanpur
22,कोलकाता,Kolkata
23,क्रिकेट,Cricket
24,गुजरात,Gujarat
25,गौतम गंभीर,Gautam Gambhir
26,ग्वालियर,Gwalior
27,जयपुर,Jaipur
28,ज़िम्बाब्वे क्रिकेट टीम,Zimbabwe national cricket team
29,टेस्ट क्रिकेट,Test cricket
30,ट्वेन्टी-२० अंतरराष्ट्रीय,Twenty20 International
31,डेक्कन चार्जर्स,Deccan Chargers
32,डेविड मिलर,David Miller (cricketer)
33,देवधर ट्रॉफी,Deodhar Trophy
34,"धर्मशाला, हिमाचल प्रदेश",Dharamshala
35,नागपुर,Nagpur
36,नाबाद,Not out
37,पर्थ,Perth
38,पाकिस्तान,Pakistan
39,प्रथम श्रेणी क्रिकेट,First-class cricket
40,फ़ोर्ब्स,Forbes
41,बांग्लादेश,Bangladesh
42,भारत,India
43,भारत सरकार,Government of India
44,भारतीय,Indian
45,भारतीय क्रिकेट टीम,India national cricket team
46,महाराष्ट्र,Maharashtra
47,महेंद्र सिंह धोनी,MS Dhoni
48,मुम्बई,Mumbai
49,मुम्बई इंडियन्स,Mumbai Indians
50,मोहम्मद अजहरुद्दीन,Mohammad Azharuddin
51,युवराज सिंह,Yuvraj Singh
52,रणजी ट्रॉफी,Ranji Trophy
53,राजस्थान,Rajasthan
54,रिकी पोंटिंग,Ricky Ponting
55,रिद्धिमान साहा,Wriddhiman Saha
56,वानखेड़े स्टेडियम,Wankhede Stadium
57,विराट कोहली,Virat Kohli
58,वी वी एस लक्ष्मण,VVS Laxman
59,वेस्टइंडीज क्रिकेट टीम,West Indies cricket team
60,शिखर धवन,Shikhar Dhawan
61,शेन वॉटसन,Shane Watson
62,श्रीलंका,Sri Lanka
63,सचिन तेंदुलकर,Sachin Tendulkar
64,सिडनी,Sydney
65,सुरेश रैना,Suresh Raina
66,सौरव गांगुली,Sourav Ganguly
67,हरभजन सिंह,Harbhajan Singh
68,२००७ आईसीसी विश्व ट्वेन्टी २०,2007 ICC World Twenty20
69,२००८ इंडियन प्रीमियर लीग,2008 Indian Premier League
70,२०११,2011
71,२०११ क्रिकेट विश्व कप,2011 Cricket World Cup
72,२०१३,2013
73,२०१४,2014
74,२०१५,2015
75,२०१८ एशिया कप,2018 Asia Cup
76,२०१९,2019
77,अजय जडेजा,Ajay Jadeja
78,आकाशवाणी,All India Radio
79,कराटे,Karate
80,क्रिकेट,Cricket
81,जूडो,Judo
82,टेनिस,Tennis
83,नाना पाटेकर,Nana Patekar
84,पुणे,Pune
85,भारत,India
86,महाराष्ट्र,Maharashtra
87,मुंबई,Mumbai
88,म्यूनिख,Munich
89,योग,Yoga
90,शोभा डे,Shobhaa De
91,सुनील गावस्कर,Sunil Gavaskar
