,hindi,english
0,अग्रहरि,Agrahari
1,इलाहाबाद,Allahabad
2,उत्तर प्रदेश,Uttar Pradesh
3,बीड़ी,Beedi
4,राजनीति,Politics
5,वैश्य,Vaishya
6,श्याम ग्रुप,Shyam Group
7,समाजवादी पार्टी,Samajwadi Party
8,सांसद,Member of parliament
9,१६ मई,May 16
10,२०१४,2014
11,उत्तर प्रदेश,Uttar Pradesh
12,कांग्रेस,Congress
13,भारत,India
14,उत्तर प्रदेश,Uttar Pradesh
15,उत्तर प्रदेश सरकार,Government of Uttar Pradesh
16,भारतीय,Indian
17,भारतीय जनता पार्टी,Bharatiya Janata Party
18,अजमेर,Ajmer
19,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
20,आयुर्वेद,Ayurveda
21,आर्य समाज,Arya Samaj
22,उत्तर प्रदेश,Uttar Pradesh
23,गोली,Bullet
24,जयपुर,Jaipur
25,दिल्ली,Delhi
26,राजस्थान,Rajasthan
27,लाहौर,Lahore
28,वैशाली की नगरवधू,Vaishali ki Nagarvadhu
29,हिन्दी,Hindi
