,hindi,english
0,कर्नाटक,Karnataka
1,पद्म भूषण,Padma Bhushan
2,भारत,India
3,भारत सरकार,Government of India
4,१९८६,1986
5,अहमदाबाद,Ahmedabad
6,आर्यभट,Aryabhata
7,इसरो उपग्रह केंद्र,U R Rao Satellite Centre
8,कर्नाटक,Karnataka
9,पद्म भूषण,Padma Bhushan
10,पद्म विभूषण,Padma Vibhushan
11,भारत,India
12,भारत सरकार,Government of India
13,भारतीय अंतरिक्ष अनुसंधान संगठन,Indian Space Research Organisation
14,भौतिक अनुसंधान प्रयोगशाला,Physical Research Laboratory
15,१९७५,1975
16,१९७६,1976
17,कर्नाटक,Karnataka
18,पद्म श्री,Padma Shri
19,भारतीय अंतरिक्ष अनुसंधान संगठन,Indian Space Research Organisation
20,कर्नाटक,Karnataka
21,भारतीय,Indian
