,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,गौतम बुद्ध,Gautama Buddha
2,तराई क्षेत्र,Terai
3,तुलसीपुर,Tulsipur
4,दुर्गा,Durga
5,देश,Country
6,नगरपालिका,Municipality
7,नेपाल,Nepal
8,पूजा,Puja (Hinduism)
9,भारत,India
10,राप्ती नदी,West Rapti River
11,शिवालिक,Sivalik Hills
12,हिन्दू,Hindus
13,हिमालय,Himalayas
14,"अकबरपुर, अम्बेडकर नगर","Akbarpur, Ambedkar Nagar"
15,उत्तर प्रदेश,Uttar Pradesh
16,उत्तर प्रदेश के जिले,List of districts of Uttar Pradesh
17,जलालपुर,Jalalpur
18,तहसील,Tehsil
19,भारत,India
20,अमृतसर,Amritsar
21,अहमदाबाद,Ahmedabad
22,उत्तर प्रदेश,Uttar Pradesh
23,काठगोदाम,Kathgodam
24,कालका,Kalka
25,कुर्ला,Kurla
26,कुश,Kusha (Ramayana)
27,कुशीनगर जिला,Kushinagar district
28,कोलकाता,Kolkata
29,खड्डा,Khadda
30,गन्ना,Sugarcane
31,गया,"Gaya, India"
32,गेहूँ,Wheat
33,गोरखपुर,Gorakhpur
34,गोरखपुर विमानक्षेत्र,Gorakhpur Airport
35,गौतम बुद्ध,Gautama Buddha
36,चान,Chan Buddhism
37,जनकपुर,Janakpur
38,जैन धर्म,Jainism
39,तमकुही रोड,Sewarhi
40,त्रिपिटक,Tripiṭaka
41,दरभंगा,Darbhanga
42,दलाई लामा,14th Dalai Lama
43,दिल्ली,Delhi
44,देवरिया,"Deoria, Uttar Pradesh"
45,धर्म,Dharma
46,धान,Oryza sativa
47,निर्वाण,Nirvana
48,पटना,Patna
49,पडरौना,Padrauna
50,परिनिर्वाण,Nirvana
51,पालि,Pali
52,पावा,Champaner-Pavagadh Archaeological Park
53,पुरुष,Man
54,पूजा,Puja (Hinduism)
55,बरौनी,Barauni
56,बिहार,Bihar
57,बुद्ध पूर्णिमा,Buddha's Birthday
58,बौद्ध तीर्थ,List of Buddhist temples
59,बौद्ध धर्म,Buddhism
60,भारत,India
61,मथुरा,Mathura
62,मल्ल,Malla (Ancient India)
63,महाजनपद,Mahajanapadas
64,महावीर,Mahavira
65,मुजफ्फरपुर,Muzaffarpur
66,मुद्रा,Mudra
67,मुम्बई,Mumbai
68,मेला,Fair
69,राम,Rama
70,रामकोला,Ramkola
71,लखनऊ,Lucknow
72,लामा,Lama
73,वायुयान,Aircraft
74,सूअर,Pig
75,सूर्य,Sun
76,सूर्य मंदिर,Sun temple
77,स्तूप,Stupa
78,हावड़ा,Howrah
79,हिन्दू,Hindus
80,अकबर,Akbar
81,इत्र,Perfume
82,उत्तर प्रदेश,Uttar Pradesh
83,कन्नौजी भाषा,Kannauji language
84,कान्यकुब्ज ब्राह्मण,Kanyakubja Brahmin
85,गंगा नदी,Ganges
86,ग्रैंड ट्रंक रोड,Grand Trunk Road
87,जनगणना,Census
88,जनसंख्या,Human population
89,नगरपालिका,Municipality
90,भारत,India
91,रामायण,Ramayana
92,हर्षवर्धन,Harsha
93,ह्वेन त्सांग,Xuanzang
