,hindi,english
0,अकाल,Famine
1,अक्टूबर,October
2,अगस्त,August
3,आदिवासी,Indigenous peoples
4,खूँटी,Khunti
5,गोंड,Gond
6,चक्रधरपुर,Chakradharpur
7,चाईबासा,Chaibasa
8,छोटा नागपुर पठार,Chota Nagpur Plateau
9,जनजाति,Tribe
10,जनवरी,January
11,जून,June
12,झारखंड,Jharkhand
13,पश्चिम बंगाल,West Bengal
14,बिरसा मुंडा अंतरराष्ट्रीय विमानक्षेत्र,Birsa Munda Airport
15,बिरसा मुण्डा,Birsa Munda
16,बिहार,Bihar
17,भगवान,Bhagavan
18,भील,Bhil people
19,महामारी,Epidemic
20,मानसून,Monsoon
21,मार्च,March
22,मुण्डा,Munda people
23,राँची,Ranchi
24,समाधि,Samadhi
25,१८९४,1894
26,ईस्ट इण्डिया कम्पनी,East India Company
27,कायस्थ,Kayastha
28,झारखंड,Jharkhand
