,hindi,english
0,अनेकांतवाद,Anekantavada
1,अहिंसा,Ahiṃsā
2,जैन,Jainism
3,पद्म श्री,Padma Shri
4,भारतीय रिज़र्व बैंक,Reserve Bank of India
5,विश्व स्वास्थ्य संगठन,World Health Organization
6,संयुक्त राष्ट्र,United Nations
7,पद्म भूषण,Padma Bhushan
8,भारत,India
9,भारत सरकार,Government of India
10,महाराष्ट्र,Maharashtra
11,२००१,2001
12,नागपुर,Nagpur
13,न्यूयॉर्क,New York (state)
14,पद्म भूषण,Padma Bhushan
15,भारत,India
16,भारत सरकार,Government of India
17,संयुक्त राज्य अमेरिका,United States
18,२००८,2008
