,hindi,english
0,हिन्दी,Hindi
1,पत्थर के फूल,Patthar Ke Phool
2,हिन्दी,Hindi
3,अभिनेता,Actor
4,हिन्दी,Hindi
5,1971,1971
6,1972,1972
7,1975,1975
8,अंजू महेन्द्रू,Anju Mahendru
9,अक्षय कुमार,Akshay Kumar
10,अगर तुम ना होते,Agar Tum Na Hote
11,अपना देश,Apna Desh
12,अभिषेक बच्चन,Abhishek Bachchan
13,अमिताभ बच्चन,Amitabh Bachchan
14,अमृतसर,Amritsar
15,आ अब लौट चलें,Aa Ab Laut Chalen
16,आप की कसम,Aap Ki Kasam
17,आराधना,Aradhana
18,ऋषि कपूर,Rishi Kapoor
19,कांग्रेस,Congress
20,क्या दिल ने कहा,Kyaa Dil Ne Kahaa
21,जितेन्द्र,Jeetendra
22,टीना मुनीम,Tina Ambani
23,ट्विंकल खन्ना,Twinkle Khanna
24,डिम्पल कपाड़िया,Dimple Kapadia
25,थोड़ी सी बेवफाई,Thodisi Bewafaii
26,दो रास्ते,Do Raaste
27,नई दिल्ली,New Delhi
28,नमक हराम,Namak Haraam
29,नरेन्द्र मोदी,Narendra Modi
30,नीतीश कुमार,Nitish Kumar
31,पाप का अंत,Paap Ka Ant
32,प्रेम चोपड़ा,Prem Chopra
33,प्रेम नगर,Prem Nagar (1974 film)
34,प्रेम बंधन,Prem Bandhan
35,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
36,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
37,फिल्म फेयर पुरस्कार,Filmfare Awards
38,बहारों के सपने,Baharon Ke Sapne
39,बॉलीवुड,Bollywood
40,भारत,India
41,मनमोहन सिंह,Manmohan Singh
42,मनोज कुमार,Manoj Kumar
43,मन्ना डे,Manna Dey
44,ममता बनर्जी,Mamata Banerjee
45,माधुरी दीक्षित,Madhuri Dixit
46,मृणाल सेन,Mrinal Sen
47,रजा परवेज़ अशरफ़,Raja Pervaiz Ashraf
48,रिंकी खन्ना,Rinke Khanna
49,लन्दन,London
50,वैजयन्ती माला,Vyjayanthimala
51,शाहरुख खान,Shah Rukh Khan
52,शाहिद कपूर,Shahid Kapoor
53,सच्चा झूठा,Sachaa Jhutha
54,साजिद खान,Sajid Khan
55,सुभाष घई,Subhash Ghai
56,हेमा मालिनी,Hema Malini
