,hindi,english
0,झुमइर,Jhumair
1,डमकच,Domkach
2,पद्म श्री,Padma Shri
3,भारत,India
4,भारतीय,Indian
5,संगीत नाटक अकादमी,Sangeet Natak Akademi
6,जमशेदपुर,Jamshedpur
7,झारखंड,Jharkhand
8,दार्जिलिंग,Darjeeling
9,पर्वतारोहण,Mountaineering
10,पर्वतारोही,Mountaineering
11,बछेंद्री पाल,Bachendri Pal
12,भारत,India
13,माउंट एवरेस्ट,Mount Everest
14,यू ट्यूब,YouTube
15,कलाकार,Artist
16,नाटक,Drama
17,भारत,India
18,शिक्षा,Education
19,इरा त्रिवेदी,Ira Trivedi
20,दुर्जोय दत्ता,Durjoy Datta
21,पटना,Patna
22,बिहार,Bihar
23,भारत,India
24,भारतीय,Indian
25,शोभा डे,Shobhaa De
