,hindi,english
0,इतिहासकार,Historian
1,खुशवंत सिंह,Khushwant Singh
2,दिल्ली,Delhi
3,नई दिल्ली,New Delhi
4,पत्रकार,Journalist
5,पद्म भूषण,Padma Bhushan
6,पद्म विभूषण,Padma Vibhushan
7,पाकिस्तान,Pakistan
8,भारत,India
9,भारत सरकार,Government of India
10,लाहौर,Lahore
11,लेखक,Writer
12,कहानी,Narrative
13,दिल्ली,Delhi
14,पंजाबी,Punjabi
15,पद्म भूषण,Padma Bhushan
16,भारत,India
17,भारत सरकार,Government of India
18,हिन्दी,Hindi
19,१९८८,1988
20,कोलंबिया विश्वविद्यालय,Columbia University
21,दर्शनशास्त्र,Philosophy
22,पत्रकार,Journalist
23,पत्रकारिता,Journalism
24,पाकिस्तान,Pakistan
25,भारत,India
26,लाहौर,Lahore
27,विधि,Law
28,सियालकोट,Sialkot
