,hindi,english
0,भारतीय सिनेमा,Cinema of India
1,सुचित्रा सेन,Suchitra Sen
2,कोलकाता,Kolkata
3,आहट,Aahat
4,कांदिवली,Kandivali
5,कॉमेडी क्लासेज,Comedy Classes
6,गोरेगांव,Goregaon
7,जमशेदपुर,Jamshedpur
8,झलक दिखला जा,Jhalak Dikhhla Jaa
9,झारखंड,Jharkhand
10,पावर कपल,Power Couple (Indian TV series)
11,बिग बॉस,Bigg Boss (Hindi TV series)
12,भारत,India
13,भारतीय,Indian
14,मुंबई,Mumbai
15,विक्रम भट्ट,Vikram Bhatt
16,ससुराल सिमर का,Sasural Simar Ka
17,सावधान इंडिया,Savdhaan India
18,हम हैं ना,Hum Hain Na
