,hindi,english
0,इंस्टाग्राम,Instagram
1,उत्तर प्रदेश,Uttar Pradesh
2,कुछ ना कहो,Kuch Naa Kaho
3,कृति सैनॉन,Kriti Sanon
4,ज़रीन खान,Zareen Khan
5,भारत,India
6,लखनऊ,Lucknow
7,सना खान,Sana Khan
8,सना सईद,Sana Saeed
9,सोनाली राऊत,Sonali Raut
10,हुमा क़ुरैशी (अभिनेत्री),Huma Qureshi (actress)
11,इंटरनेट मूवी डेटाबेस,IMDb
12,उत्तर प्रदेश,Uttar Pradesh
13,ओबरा ताप विद्युत गृह,Obra Thermal Power Station
14,केन्द्रीय फिल्म प्रमाणन बोर्ड,Central Board of Film Certification
15,गैंग्स ऑफ वासेपुर,Gangs of Wasseypur
16,गोरखपुर,Gorakhpur
17,ग्वालियर,Gwalior
18,दिल्ली विश्वविद्यालय,University of Delhi
19,देव-डी,Dev.D
20,देवदास,Devdas
21,देहरादून,Dehradun
22,नुक्कड़ नाटक,Street theatre
23,फ़िल्म निर्देशक,Film director
24,वाराणसी,Varanasi
25,वित्तोरियो दे सिका,Vittorio De Sica
26,१९९३ मुंबई बम विस्फोट,1993 Bombay bombings
27,2001,2001
28,2004,2004
29,2006,2006
30,2007,2007
31,2008,2008
32,2009,2009
33,BBC,BBC
34,अक्षय खन्ना,Akshaye Khanna
35,अभिनेता,Actor
36,अमिताभ बच्चन,Amitabh Bachchan
37,आमिर खान,Aamir Khan
38,इंटरनेट मूवी डेटाबेस,IMDb
39,ईरानी,Irani (India)
40,ऋतिक रोशन,Hrithik Roshan
41,ए आर रहमान,A. R. Rahman
42,कार्तिक कॉलिंग कार्तिक,Karthik Calling Karthik
43,क्या कहना,Kya Kehna
44,गायक,Singer
45,गीतकार,Lyricist
46,गुरिंदर चड्ढा,Gurinder Chadha
47,जान निसार अख्तर,Jan Nisar Akhtar
48,जावेद अख्तर,Javed Akhtar
49,जोया अख्तर,Zoya Akhtar
50,डॉन,Don (1978 film)
51,दिल चाहता है,Dil Chahta Hai
52,पार्श्वगायक,Playback singer
53,प्रीति जिंटा,Preity Zinta
54,फराह खान,Farah Khan
55,फ़िल्म निर्देशक,Film director
56,फ़िल्म निर्माता,Film producer
57,फेमिना मिस इंडिया,Femina Miss India
58,बॉलीवुड,Bollywood
59,बोमन ईरानी,Boman Irani
60,ब्लू,Blue (2009 film)
61,भारत,India
62,भारतीय,Indian
63,मीरा नायर,Mira Nair
64,मुस्लिम,Muslims
65,राष्ट्रीय फ़िल्म पुरस्कार,National Film Awards
66,रॉक ऑन!!,Rock On!!
67,लक्ष्य,Lakshya
68,लघु फ़िल्म,Short film
69,शबाना आजमी,Shabana Azmi
70,शबाना आज़मी,Shabana Azmi
71,शाहरुख खान,Shah Rukh Khan
72,सैफ अली खान,Saif Ali Khan
73,हनी ईरानी,Honey Irani
74,हिंदी,Hindi
75,उत्तर प्रदेश,Uttar Pradesh
76,फ़िल्म निर्देशक,Film director
77,फ़िल्म निर्माता,Film producer
78,मुग़ल-ए-आज़म,Mughal-e-Azam
