,hindi,english
0,उत्तर प्रदेश,Uttar Pradesh
1,"के डी सिंह बाबू स्टेडियम, लखनऊ","K. D. Singh Babu Stadium, Lucknow"
2,बाराबंकी,"Barabanki, Uttar Pradesh"
3,हॉकी,Hockey
4,अर्जुन पुरस्कार,Arjuna Award
5,उत्तर प्रदेश,Uttar Pradesh
6,पद्मश्री,Padma Shri
7,बनारस,Varanasi
8,भारत,India
9,भारतीय,Indian
10,हॉकी,Hockey
11,उमराव जान,Umrao Jaan (1981 film)
12,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
13,फ़िल्मफ़ेयर सर्वश्रेष्ठ निर्देशक पुरस्कार,Filmfare Award for Best Director
14,हिन्दी,Hindi
15,उत्तर प्रदेश,Uttar Pradesh
16,गोरखपुर,Gorakhpur
17,नवभारत टाइम्स,Navbharat Times
18,पद्म भूषण,Padma Bhushan
19,भारत,India
20,भारत सरकार,Government of India
21,ललित निबंध,Lyric essay
22,वाराणसी,Varanasi
23,विद्या निवास मिश्र,Vidya Niwas Mishra
24,व्याकरण,Grammar
25,सम्पूर्णानन्द संस्कृत विश्वविद्यालय,Sampurnanand Sanskrit Vishwavidyalaya
26,हजारीप्रसाद द्विवेदी,Hazari Prasad Dwivedi
27,हिन्दी,Hindi
28,१९९९,1999
