,hindi,english
0,मैथिली भाषा,Maithili language
1,१९३७,1937
2,२००३,2003
3,वाराणसी,Varanasi
4,व्याकरण,Grammar
5,उपन्यास,Novel
6,कहानी,Narrative
7,पत्रकार,Journalist
8,पद्म भूषण,Padma Bhushan
9,सम्पादन,Editing
10,हिन्दी,Hindi
11,१९६०,1960
12,उत्तर प्रदेश के राज्यपाल,List of governors of Uttar Pradesh
13,कलकत्ता विश्वविद्यालय,University of Calcutta
14,चंडीगढ़,Chandigarh
15,जापान,Japan
16,नेपाल,Nepal
17,पंजाब,Punjab
18,पटना विश्वविद्यालय,Patna University
19,पद्मविभूषण,Padma Vibhushan
20,बिहार,Bihar
21,भाखड़ा नांगल बांध,Bhakra Dam
22,भारत,India
23,भारतीय रिजर्व बैंक,Reserve Bank of India
24,मुजफ्फर नगर,Muzaffarnagar
25,राजनयिक,Diplomat
