,hindi,english
0,1926,1926
1,8 सितंबर,September 8
2,असम,Assam
3,असमिया,Assamese language
4,असमिया चलचित्र,Assamese cinema
5,असमिया भाषा,Assamese language
6,कवि,Poet
7,गायक,Singer
8,गीतकार,Lyricist
9,गुवाहाटी,Guwahati
10,तेजपुर,Tezpur
11,दादा साहब फाल्के सम्मान,Dadasaheb Phalke Award
12,न्यूयॉर्क,New York (state)
13,पद्म भूषण,Padma Bhushan
14,पद्मभूषण,Padma Bhushan
15,बंगला,Bengali language
16,बनारस हिंदू विश्वविद्यालय,Banaras Hindu University
17,भारत,India
18,भारत रत्न,Bharat Ratna
19,भारत सरकार,Government of India
20,भारतरत्न,Bharat Ratna
21,भूपेन हजारिका,Bhupen Hazarika
22,महात्मा गांधी,Mahatma Gandhi
23,राजनीति विज्ञान,Political science
24,शिवसागर,Sivasagar
25,संगीत नाटक अकादमी,Sangeet Natak Akademi
26,संगीतकार,Musician
27,सदिया,Sadiya
28,हिंदी,Hindi
29,१९३९,1939
30,अक्षय कुमार,Akshay Kumar
31,इंटरनेट मूवी डेटाबेस,IMDb
32,भारतीय,Indian
33,65वें राष्ट्रीय फ़िल्म पुरस्कार,65th National Film Awards
34,अभिनय,Acting
35,अभिनेता,Actor
36,असम,Assam
37,असमिया भाषा,Assamese language
38,नाटक,Drama
39,परिवार,Family
40,प्रेमचंद,Premchand
41,फ़िल्म,Film
42,भारत,India
43,भाषा,Language
44,लेख,Article (publishing)
45,विलेज रॉकस्टार्स,Village Rockstars
46,समाजशास्त्र,Sociology
47,असम,Assam
48,कैम्ब्रिज विश्वविद्यालय,University of Cambridge
49,गुवाहाटी,Guwahati
50,जबलपुर,Jabalpur
51,टाइम्स नाऊ,Times Now
52,दिल्ली,Delhi
53,निस्तुला हेब्बार,Nistula Hebbar
54,पत्रकार,Journalist
55,बरखा दत्त,Barkha Dutt
56,राजदीप सरदेसाई,Rajdeep Sardesai
57,रिपब्लिक टीवी,Republic TV
