,hindi,english
0,गोपाल दास,Gopala Dasa
1,धारवाड़,Dharwad
2,पुरन्दर दास,Purandara Dasa
3,विजय दास,Vijaya Dasa
4,आई॰ऍस॰बी॰ऍन॰,International Standard Book Number
5,उडुपी,Udupi
6,ऋग्वेद,Rigveda
7,कुंभकोणम,Kumbakonam
8,कोल्हापुर,Kolhapur
9,गोपाल दास,Gopala Dasa
10,जगन्नाथ दास,Jagannatha Dasa
11,बीजापुर,Bijapur
12,बेल्लारी,Bellary
13,भारतीय सिनेमा,Cinema of India
14,मठ,Matha
15,विजय दास,Vijaya Dasa
16,विष्णु,Vishnu
17,वीणा,Veena
18,व्याकरण,Grammar
19,समाधि,Samadhi
20,आयुर्वेद,Ayurveda
21,भारत,India
22,योग,Yoga
23,वैद्य,Vaidya
