,hindi,english
0,आज,Aj (newspaper)
1,उत्तर प्रदेश,Uttar Pradesh
2,उत्तर प्रदेश विधान सभा,Uttar Pradesh Legislative Assembly
3,भारत,India
4,भारत के रेल मंत्री,Minister of Railways (India)
5,लोक सभा,Lok Sabha
6,हिन्दी,Hindi
7,उत्तर प्रदेश,Uttar Pradesh
8,भारत,India
9,मुख्यमंत्री,Chief minister (India)
10,उत्तर प्रदेश,Uttar Pradesh
11,जनता पार्टी,Janata Party
12,बनारसी दास गुप्ता,Banarsi Das Gupta
13,"बाबू बनारसी दास विश्वविद्यालय, लखनऊ","Babu Banarasi Das University, Lucknow"
14,भारत,India
15,हरियाणा,Haryana
16,उत्तर प्रदेश,Uttar Pradesh
17,चौधरी चरण सिंह,Charan Singh
18,त्रिभुवन नारायण सिंह,Tribhuvan Narain Singh
19,भारतीय राष्ट्रीय कांग्रेस,Indian National Congress
