,hindi,english
0,ज्ञानपीठ पुरस्कार,Jnanpith Award
1,अंग्रेजी,English language
2,अखिल भारतीय कांग्रेस,Indian National Congress
3,अरबी,Arab (disambiguation)
4,इलाहाबाद विश्वविद्यालय,University of Allahabad
5,उत्तर प्रदेश,Uttar Pradesh
6,उर्दू,Urdu
7,उर्दू शायरी,Urdu poetry
8,कायस्थ,Kayastha
9,गोरखपुर,Gorakhpur
10,जवाहरलाल नेहरू,Jawaharlal Nehru
11,ज्ञानपीठ पुरस्कार,Jnanpith Award
12,पद्म भूषण,Padma Bhushan
13,फारसी,Persian language
14,ब्रजभाषा,Braj Bhasha
15,भारत,India
16,भारत सरकार,Government of India
17,भारतीय,Indian
18,यूरोप,Europe
19,साहित्य अकादमी,Sahitya Akademi
20,साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
21,हिंदी,Hindi
22,१८९६,1896
23,१९१४,1914
24,१९२६,1926
25,१९६८,1968
26,१९८२,1982
27,२८ अगस्त,August 28
28,२९ जून,June 29
29,३ मार्च,March 3
30,६ दिसंबर,December 6
31,आचार्य रामचंद्र शुक्ल,Ramchandra Shukla
32,इंदौर,Indore
33,इलाहाबाद,Allahabad
34,इलाहाबाद विश्वविद्यालय,University of Allahabad
35,उत्तर प्रदेश,Uttar Pradesh
36,काव्य,Poetry
37,कुमाऊं विश्वविद्यालय,Kumaun University
38,खड़ी बोली,Khariboli
39,गद्य,Prose
40,गीता,Bhagavad Gita
41,गूगल,Google
42,चित्रकला,Painting
43,छायावाद,Chhayavaad
44,छायावादी युग,Chhayavaad
45,जयशंकर प्रसाद,Jaishankar Prasad
46,ज्ञानपीठ पुरस्कार,Jnanpith Award
47,झूसी,Jhusi
48,दिल्ली विश्वविद्यालय,University of Delhi
49,निराला,Suryakant Tripathi
50,नील आकाशेर नीचे,Neel Akasher Neechey
51,पद्म भूषण,Padma Bhushan
52,पद्म विभूषण,Padma Vibhushan
53,परिक्रमा,Parikrama
54,फ़र्रुख़ाबाद,Farrukhabad district
55,बंगाल,Bengal
56,बनारस हिंदू विश्वविद्यालय,Banaras Hindu University
57,बांग्ला,Bengali language
58,बृजभाषा,Braj Bhasha
59,बौद्ध धर्म,Buddhism
60,भागलपुर,Bhagalpur
61,भारत,India
62,भारतीय,Indian
63,भारतीय स्वतंत्रता संग्राम,Indian independence movement
64,महात्मा गांधी,Mahatma Gandhi
65,महादेवी वर्मा,Mahadevi Varma
66,मृणाल सेन,Mrinal Sen
67,यम,Yamas
68,रश्मि,Kiran
69,राखी,Rakhi
70,रामायण,Ramayana
71,वाराणसी,Varanasi
72,विक्रम विश्वविद्यालय,Vikram University
73,विनय पत्रिका,Vinaya Patrika
74,विश्व हिन्दी सम्मेलन,World Hindi Conference
75,शताब्दी,Century
76,शिक्षा,Education
77,संगीत,Music
78,संस्कृत,Sanskrit
79,संस्मरण,Memoir
80,साहित्य अकादमी,Sahitya Akademi
81,सुभद्रा कुमारी चौहान,Subhadra Kumari Chauhan
82,सुमित्रानंदन पंत,Sumitranandan Pant
83,हज़ारी प्रसाद द्विवेदी,Hazari Prasad Dwivedi
84,हिंदी साहित्य,Hindi literature
85,हिन्दी,Hindi
86,हिन्दी साहित्य,Hindi literature
87,हिमालय,Himalayas
88,१९८३,1983
89,२००७,2007
90,2008,2008
91,अंग्रेज़ी,English language
92,अमृतलाल नागर,Amritlal Nagar
93,इलाहाबाद विश्वविद्यालय,University of Allahabad
94,उत्तर प्रदेश,Uttar Pradesh
95,उर्दू,Urdu
96,चीन,China (region)
97,जर्मनी,Germany
98,ज्ञानपीठ पुरस्कार,Jnanpith Award
99,दूरदर्शन,Television
100,धारावाहिक,Soap opera
101,पद्म भूषण,Padma Bhushan
102,पद्मभूषण,Padma Bhushan
103,ब्रिटेन,Britain
104,भारत,India
105,भारत सरकार,Government of India
106,भारतीय प्रशासनिक सेवा,Indian Administrative Service
107,मकान,House
108,राग दरबारी,Raag Darbari (novel)
109,राज्यपाल,Governor
110,लखनऊ,Lucknow
111,वर्ष,Year
112,व्यंग्य,Parody
113,शुक्रवार,Friday
114,संगीत,Music
115,संस्कृत,Sanskrit
116,साहित्य,Literature
117,साहित्य अकादमी,Sahitya Akademi
118,हिंदी,Hindi
119,हिंदी साहित्य,Hindi literature
120,हिन्दी,Hindi
