,hindi,english
0,अश्वमेध यज्ञ,Ashvamedha
1,इतिहास,History
2,ऋग्वेद,Rigveda
3,ऋग्वेद का कूट-ज्योतिष,Subhash Kak#The Astronomical Code of the Rigveda
4,ओक्लाहोमा,Oklahoma
5,कला,Art
6,कवि,Poet
7,कश्मीर,Kashmir
8,कृत्रिम बुद्धि,Artificial intelligence
9,क्लास क्लास्टरमेयर,Klaus Klostermaier
10,ज्योतिष,Jyotiḥśāstra
11,दार्शनिक,Philosopher
12,दिल्ली,Delhi
13,पण्डित,Pandit
14,भारत,India
15,भौतिक शास्त्र,Physics
16,वामदेव शास्त्री,David Frawley
17,वेद,Vedas
18,वैज्ञानिक,Scientist
19,संस्कृति,Culture
20,साहित्य,Literature
21,सूत्र,Sutra
22,जम्मू और कश्मीर,Jammu and Kashmir (state)
23,ट्विटर,Twitter
24,फेसबुक,Facebook
25,भारतीय,Indian
26,भारतीय प्रशासनिक सेवा,Indian Administrative Service
27,सिविल सेवा परीक्षा,Civil Services Examination (India)
28,श्रीनगर,Srinagar
29,संतूर,Santoor
