,hindi,english
0,अभिनेता,Actor
1,इंटरनेट मूवी डेटाबेस,IMDb
2,बलराज साहनी,Balraj Sahni
3,हिन्दी,Hindi
4,आर॰ डी॰ बर्मन,R. D. Burman
5,किशोर कुमार,Kishore Kumar
6,जब जब फूल खिले,Jab Jab Phool Khile
7,पाकिस्तान,Pakistan
8,फिल्मफेयर पुरस्कार,Filmfare Awards
9,बम्बई,Mumbai
10,ब्रिटिश भारत,Presidencies and provinces of British India
11,राजेश खन्ना,Rajesh Khanna
12,रावलपिंडी,Rawalpindi
13,लखनऊ,Lucknow
14,हिमालय की गोद में,Himalay Ki God Mein
15,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
16,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेत्री पुरस्कार,Filmfare Award for Best Actress
17,हिन्दी,Hindi
18,हिन्दी,Hindi
