,hindi,english
0,अलाउद्दीन खिलजी,Alauddin Khalji
1,उत्तर प्रदेश,Uttar Pradesh
2,कवि,Poet
3,क़व्वाली,Qawwali
4,ग़ज़ल,Ghazal
5,भारत,India
6,मुल्तान,Multan
7,हज़रत निज़ामुद्दीन,Nizamuddin Auliya
8,हेरात,Herat
9,अभिनेता,Actor
10,अलीगढ़,Aligarh
11,उत्तर प्रदेश,Uttar Pradesh
12,दिलीप कुमार,Dilip Kumar
13,नर्गिस,Nargis
14,फ़िल्मफ़ेयर पुरस्कार,Filmfare Awards
15,फ़िल्मफ़ेयर सर्वश्रेष्ठ अभिनेता पुरस्कार,Filmfare Award for Best Actor
16,मीना कुमारी,Meena Kumari
17,अजमेर,Ajmer
18,इतिवृत्त,Chronicle
19,इस्लाम,Islam
20,उत्तर प्रदेश,Uttar Pradesh
21,कन्नौज,Kannauj
22,गज़नी,Ghazni
23,दिल्ली,Delhi
24,बनारस,Varanasi
25,बहराइच,Bahraich
26,भारत,India
27,मुल्तान,Multan
28,मेरठ,Meerut
29,सिंधु नदी,Indus River
30,सुहेलदेव,Suhaldev
31,हरदोई,Hardoi
32,उत्तर प्रदेश,Uttar Pradesh
33,कोहरा,Fog
34,जनसंख्या,Human population
35,तहसील,Tehsil
36,देवीपाटन मंडल,Devipatan division
37,देश,Country
38,नेपाल,Nepal
39,बहराइच जिला,Bahraich district
40,भाद्रपद,Bhadra (Hindu calendar)
41,भारत,India
42,मानसून,Monsoon
43,लखनऊ,Lucknow
44,श्रावस्ती जिला,Shravasti district
45,सीतापुर जिला,Sitapur district
46,होली,Holi
