,hindi,english
0,एली एवराम,Elli AvrRam
1,करिश्मा शर्मा,Karishma Sharma
2,भारतीय,Indian
3,विक्रम भट्ट,Vikram Bhatt
4,हंसी तो फंसी,Hasee Toh Phasee
5,अभिनेता,Actor
6,भारत,India
7,एकाधिकार,Monopoly
8,केबल टीवी,Cable television
9,घर,Home
10,जनरल इलेक्ट्रिक,General Electric
11,जिमी कार्टर,Jimmy Carter
12,जॉर्जिया,Georgia (country)
13,थाईलैंड,Thailand
14,नाइट राइडर,Knight Rider (1982 TV series)
15,फ्रेंड्स,Friends
16,मलेशिया,Malaysia
17,शिकागो बुल्स,Chicago Bulls
18,स्टार ट्रेक,Star Trek
19,इंटरनेट मूवी डेटाबेस,IMDb
20,तमिल,Tamils
21,विजय अमृतराज,Vijay Amritraj
