,hindi,english
0,अर्जुन पुरस्कार,Arjuna Award
1,इस्लामाबाद,Islamabad
2,ईशा लखानी,Isha Lakhani
3,एना कोर्निकोवा,Anna Kournikova
4,एशियाई खेल,Asian Games
5,के॰ चंद्रशेखर राव,K. Chandrashekar Rao
6,चेन्नई,Chennai
7,टेनिस,Tennis
8,तेलंगाना,Telangana
9,नवभारत टाइम्स,Navbharat Times
10,पद्म श्री,Padma Shri
11,भारत,India
12,भारत सरकार,Government of India
13,महाराष्ट्र,Maharashtra
14,महेश भूपति,Mahesh Bhupathi
15,मारिया शरापोवा,Maria Sharapova
16,लिएंडर पेस,Leander Paes
17,शिखा ओबेरॉय,Shikha Uberoi
18,शोएब मलिक,Shoaib Malik
19,हरमनप्रीत कौर,Harmanpreet Kaur
20,हैदराबाद,Hyderabad
21,अभियांत्रिकी,Engineering
22,पद्म भूषण,Padma Bhushan
23,भारत,India
24,भारत सरकार,Government of India
25,२००१,2001
26,उत्तर प्रदेश,Uttar Pradesh
27,उस्मानिया विश्वविद्यालय,Osmania University
28,निजाम कॉलेज,Nizam College
29,पद्मश्री,Padma Shri
30,भारतीय क्रिकेट टीम,India national cricket team
31,मुरादाबाद,Moradabad
32,संगीता बिजलानी,Sangeeta Bijlani
33,हैदराबाद,Hyderabad
34,१९६३,1963
35,८ फरवरी,February 8
36,1995,1995
37,2016 ग्रीष्मकालीन ओलम्पिक,2016 Summer Olympics
38,5 जुलाई,July 5
39,अर्जुन पुरस्कार,Arjuna Award
40,अश्विनी पोनप्पा,Ashwini Ponnappa
41,आंध्र प्रदेश,Andhra Pradesh
42,इंडोनेशिया,Indonesia
43,उबर कप,Uber Cup
44,ओलम्पिक खेल,Olympic Games
45,करोड़,Digit
46,किदांबी श्रीकांत,Srikanth Kidambi
47,कोलंबो,Colombo
48,चीन,China (region)
49,जर्मनी,Germany
50,जापान,Japan
51,ज्वाला गुट्टा,Jwala Gutta
52,दिल्ली सरकार,Government of Delhi
53,नरसिंह पंचम यादव,Narsingh Pancham Yadav
54,पद्म श्री,Padma Shri
55,पुलेला गोपीचंद,Pullela Gopichand
56,प्रकाश पादुकोण,Prakash Padukone
57,बैडमिंटन,Badminton
58,ब्राजील,Brazil
59,भारत,India
60,भारत सरकार,Government of India
61,भारतीय,Indian
62,मध्य प्रदेश सरकार,Government of Madhya Pradesh
63,मलेशिया,Malaysia
64,महिला,Woman
65,मेक्सिको,Mexico
66,रजत पदक,Silver medal
67,रियो डि जेनेरियो,Rio de Janeiro
68,लंदन,London
69,ललिता बाबर,Lalita Babar
70,वालीबॉल,Volleyball
71,विनेश फोगट,Vinesh Phogat
72,सलमान खान,Salman Khan
73,साइना नेहवाल,Saina Nehwal
74,साक्षी मलिक,Sakshi Malik
75,सानिया मिर्जा,Sania Mirza
76,सिकंदराबाद,Secunderabad
77,स्पेन,Spain
78,हैदराबाद,Hyderabad
